name,manufacturer,device_type,role,site,location,rack,position,face,status,description
EMEA-DC-ONPREM-SRV-B-R01-FPP02,Generic,Fiber Patch Panel 24-Port,Patch Panel,EMEA-DC-ONPREM,EMEA-DC-ONPREM-Server Hall B,EMEA-DC-ONPREM-SRV-B-R01,25,front,active,Fiber patch panel for server connections
EMEA-DC-ONPREM-SRV-B-R02-FPP02,Generic,Fiber Patch Panel 24-Port,Patch Panel,EMEA-DC-ONPREM,EMEA-DC-ONPREM-Server Hall B,EMEA-DC-ONPREM-SRV-B-R02,25,front,active,Fiber patch panel for server connections
EMEA-DC-ONPREM-SRV-B-R03-FPP02,Generic,Fiber Patch Panel 24-Port,Patch Panel,EMEA-DC-ONPREM,EMEA-DC-ONPREM-Server Hall B,EMEA-DC-ONPREM-SRV-B-R03,25,front,active,Fiber patch panel for server connections
EMEA-DC-ONPREM-SRV-B-R04-FPP02,Generic,Fiber Patch Panel 24-Port,Patch Panel,EMEA-DC-ONPREM,EMEA-DC-ONPREM-Server Hall B,EMEA-DC-ONPREM-SRV-B-R04,25,front,active,Fiber patch panel for server connections
EMEA-DC-ONPREM-SRV-B-R05-FPP01,Generic,Fiber Patch Panel 24-Port,Patch Panel,EMEA-DC-ONPREM,EMEA-DC-ONPREM-Server Hall B,EMEA-DC-ONPREM-SRV-B-R05,40,front,active,Fiber patch panel for server connections
EMEA-DC-ONPREM-SRV-B-R06-FPP01,Generic,Fiber Patch Panel 24-Port,Patch Panel,EMEA-DC-ONPREM,EMEA-DC-ONPREM-Server Hall B,EMEA-DC-ONPREM-SRV-B-R06,40,front,active,Fiber patch panel for server connections
EMEA-DC-ONPREM-STG-R01-FPP01,Generic,Fiber Patch Panel 24-Port,Patch Panel,EMEA-DC-ONPREM,EMEA-DC-ONPREM-Storage Room,EMEA-DC-ONPREM-STG-R01,39,front,active,Fiber patch panel for storage connections
EMEA-DC-ONPREM-STG-R02-FPP01,Generic,Fiber Patch Panel 24-Port,Patch Panel,EMEA-DC-ONPREM,EMEA-DC-ONPREM-Storage Room,EMEA-DC-ONPREM-STG-R02,39,front,active,Fiber patch panel for storage connections
EMEA-DC-ONPREM-STG-R03-FPP01,Generic,Fiber Patch Panel 24-Port,Patch Panel,EMEA-DC-ONPREM,EMEA-DC-ONPREM-Storage Room,EMEA-DC-ONPREM-STG-R03,39,front,active,Fiber patch panel for storage connections
EMEA-DC-ONPREM-MMR-R01-CPP01,Generic,Copper Patch Panel 48-Port,Patch Panel,EMEA-DC-ONPREM,EMEA-DC-ONPREM-Meet-Me Room,EMEA-DC-ONPREM-MMR-R01,10,front,active,Copper patch panel for management
APAC-DC-ONPREM-NET-R01-FPP01,Generic,Fiber Patch Panel 48-Port,Patch Panel,APAC-DC-ONPREM,APAC-DC-ONPREM-Network Core,APAC-DC-ONPREM-NET-R01,20,front,active,Fiber patch panel for network interconnects
APAC-DC-ONPREM-NET-R02-FPP01,Generic,Fiber Patch Panel 48-Port,Patch Panel,APAC-DC-ONPREM,APAC-DC-ONPREM-Network Core,APAC-DC-ONPREM-NET-R02,5,front,active,Fiber patch panel for network interconnects
APAC-DC-ONPREM-NET-R03-FPP01,Generic,Fiber Patch Panel 48-Port,Patch Panel,APAC-DC-ONPREM,APAC-DC-ONPREM-Network Core,APAC-DC-ONPREM-NET-R03,15,front,active,Fiber patch panel for network interconnects
APAC-DC-ONPREM-NET-R04-FPP01,Generic,Fiber Patch Panel 48-Port,Patch Panel,APAC-DC-ONPREM,APAC-DC-ONPREM-Network Core,APAC-DC-ONPREM-NET-R04,15,front,active,Fiber patch panel for network interconnects
APAC-DC-ONPREM-SRV-A-R01-FPP01,Generic,Fiber Patch Panel 48-Port,Patch Panel,APAC-DC-ONPREM,APAC-DC-ONPREM-Server Hall A,APAC-DC-ONPREM-SRV-A-R01,39,front,active,Fiber patch panel for spine switch
APAC-DC-ONPREM-SRV-A-R02-FPP01,Generic,Fiber Patch Panel 48-Port,Patch Panel,APAC-DC-ONPREM,APAC-DC-ONPREM-Server Hall A,APAC-DC-ONPREM-SRV-A-R02,39,front,active,Fiber patch panel for spine switch
APAC-DC-ONPREM-SRV-A-R03-FPP01,Generic,Fiber Patch Panel 48-Port,Patch Panel,APAC-DC-ONPREM,APAC-DC-ONPREM-Server Hall A,APAC-DC-ONPREM-SRV-A-R03,39,front,active,Fiber patch panel for leaf switch
APAC-DC-ONPREM-SRV-A-R04-FPP01,Generic,Fiber Patch Panel 48-Port,Patch Panel,APAC-DC-ONPREM,APAC-DC-ONPREM-Server Hall A,APAC-DC-ONPREM-SRV-A-R04,39,front,active,Fiber patch panel for leaf switch
APAC-DC-ONPREM-SRV-A-R01-FPP02,Generic,Fiber Patch Panel 24-Port,Patch Panel,APAC-DC-ONPREM,APAC-DC-ONPREM-Server Hall A,APAC-DC-ONPREM-SRV-A-R01,25,front,active,Fiber patch panel for server connections
APAC-DC-ONPREM-SRV-A-R02-FPP02,Generic,Fiber Patch Panel 24-Port,Patch Panel,APAC-DC-ONPREM,APAC-DC-ONPREM-Server Hall A,APAC-DC-ONPREM-SRV-A-R02,25,front,active,Fiber patch panel for server connections
APAC-DC-ONPREM-SRV-A-R03-FPP02,Generic,Fiber Patch Panel 24-Port,Patch Panel,APAC-DC-ONPREM,APAC-DC-ONPREM-Server Hall A,APAC-DC-ONPREM-SRV-A-R03,25,front,active,Fiber patch panel for server connections
APAC-DC-ONPREM-SRV-A-R04-FPP02,Generic,Fiber Patch Panel 24-Port,Patch Panel,APAC-DC-ONPREM,APAC-DC-ONPREM-Server Hall A,APAC-DC-ONPREM-SRV-A-R04,25,front,active,Fiber patch panel for server connections
APAC-DC-ONPREM-SRV-A-R05-FPP01,Generic,Fiber Patch Panel 24-Port,Patch Panel,APAC-DC-ONPREM,APAC-DC-ONPREM-Server Hall A,APAC-DC-ONPREM-SRV-A-R05,40,front,active,Fiber patch panel for server connections
APAC-DC-ONPREM-SRV-A-R06-FPP01,Generic,Fiber Patch Panel 24-Port,Patch Panel,APAC-DC-ONPREM,APAC-DC-ONPREM-Server Hall A,APAC-DC-ONPREM-SRV-A-R06,40,front,active,Fiber patch panel for server connections
APAC-DC-ONPREM-SRV-B-R01-FPP01,Generic,Fiber Patch Panel 48-Port,Patch Panel,APAC-DC-ONPREM,APAC-DC-ONPREM-Server Hall B,APAC-DC-ONPREM-SRV-B-R01,39,front,active,Fiber patch panel for spine switch
APAC-DC-ONPREM-SRV-B-R02-FPP01,Generic,Fiber Patch Panel 48-Port,Patch Panel,APAC-DC-ONPREM,APAC-DC-ONPREM-Server Hall B,APAC-DC-ONPREM-SRV-B-R02,39,front,active,Fiber patch panel for spine switch
APAC-DC-ONPREM-SRV-B-R03-FPP01,Generic,Fiber Patch Panel 48-Port,Patch Panel,APAC-DC-ONPREM,APAC-DC-ONPREM-Server Hall B,APAC-DC-ONPREM-SRV-B-R03,39,front,active,Fiber patch panel for leaf switch
APAC-DC-ONPREM-SRV-B-R04-FPP01,Generic,Fiber Patch Panel 48-Port,Patch Panel,APAC-DC-ONPREM,APAC-DC-ONPREM-Server Hall B,APAC-DC-ONPREM-SRV-B-R04,39,front,active,Fiber patch panel for leaf switch
APAC-DC-ONPREM-SRV-B-R01-FPP02,Generic,Fiber Patch Panel 24-Port,Patch Panel,APAC-DC-ONPREM,APAC-DC-ONPREM-Server Hall B,APAC-DC-ONPREM-SRV-B-R01,25,front,active,Fiber patch panel for server connections
APAC-DC-ONPREM-SRV-B-R02-FPP02,Generic,Fiber Patch Panel 24-Port,Patch Panel,APAC-DC-ONPREM,APAC-DC-ONPREM-Server Hall B,APAC-DC-ONPREM-SRV-B-R02,25,front,active,Fiber patch panel for server connections
APAC-DC-ONPREM-SRV-B-R03-FPP02,Generic,Fiber Patch Panel 24-Port,Patch Panel,APAC-DC-ONPREM,APAC-DC-ONPREM-Server Hall B,APAC-DC-ONPREM-SRV-B-R03,25,front,active,Fiber patch panel for server connections
APAC-DC-ONPREM-SRV-B-R04-FPP02,Generic,Fiber Patch Panel 24-Port,Patch Panel,APAC-DC-ONPREM,APAC-DC-ONPREM-Server Hall B,APAC-DC-ONPREM-SRV-B-R04,25,front,active,Fiber patch panel for server connections
APAC-DC-ONPREM-SRV-B-R05-FPP01,Generic,Fiber Patch Panel 24-Port,Patch Panel,APAC-DC-ONPREM,APAC-DC-ONPREM-Server Hall B,APAC-DC-ONPREM-SRV-B-R05,40,front,active,Fiber patch panel for server connections
APAC-DC-ONPREM-SRV-B-R06-FPP01,Generic,Fiber Patch Panel 24-Port,Patch Panel,APAC-DC-ONPREM,APAC-DC-ONPREM-Server Hall B,APAC-DC-ONPREM-SRV-B-R06,40,front,active,Fiber patch panel for server connections
APAC-DC-ONPREM-STG-R01-FPP01,Generic,Fiber Patch Panel 24-Port,Patch Panel,APAC-DC-ONPREM,APAC-DC-ONPREM-Storage Room,APAC-DC-ONPREM-STG-R01,39,front,active,Fiber patch panel for storage connections
APAC-DC-ONPREM-STG-R02-FPP01,Generic,Fiber Patch Panel 24-Port,Patch Panel,APAC-DC-ONPREM,APAC-DC-ONPREM-Storage Room,APAC-DC-ONPREM-STG-R02,39,front,active,Fiber patch panel for storage connections
APAC-DC-ONPREM-STG-R03-FPP01,Generic,Fiber Patch Panel 24-Port,Patch Panel,APAC-DC-ONPREM,APAC-DC-ONPREM-Storage Room,APAC-DC-ONPREM-STG-R03,39,front,active,Fiber patch panel for storage connections
APAC-DC-ONPREM-MMR-R01-CPP01,Generic,Copper Patch Panel 48-Port,Patch Panel,APAC-DC-ONPREM,APAC-DC-ONPREM-Meet-Me Room,APAC-DC-ONPREM-MMR-R01,10,front,active,Copper patch panel for management
AMER-DC-ONPREM-NET-R01-FPP01,Generic,Fiber Patch Panel 48-Port,Patch Panel,AMER-DC-ONPREM,AMER-DC-ONPREM-Network Core,AMER-DC-ONPREM-NET-R01,20,front,active,Fiber patch panel for network interconnects
AMER-DC-ONPREM-NET-R02-FPP01,Generic,Fiber Patch Panel 48-Port,Patch Panel,AMER-DC-ONPREM,AMER-DC-ONPREM-Network Core,AMER-DC-ONPREM-NET-R02,5,front,active,Fiber patch panel for network interconnects
AMER-DC-ONPREM-NET-R03-FPP01,Generic,Fiber Patch Panel 48-Port,Patch Panel,AMER-DC-ONPREM,AMER-DC-ONPREM-Network Core,AMER-DC-ONPREM-NET-R03,15,front,active,Fiber patch panel for network interconnects
AMER-DC-ONPREM-NET-R04-FPP01,Generic,Fiber Patch Panel 48-Port,Patch Panel,AMER-DC-ONPREM,AMER-DC-ONPREM-Network Core,AMER-DC-ONPREM-NET-R04,15,front,active,Fiber patch panel for network interconnects
AMER-DC-ONPREM-SRV-A-R01-FPP01,Generic,Fiber Patch Panel 48-Port,Patch Panel,AMER-DC-ONPREM,AMER-DC-ONPREM-Server Hall A,AMER-DC-ONPREM-SRV-A-R01,39,front,active,Fiber patch panel for spine switch
AMER-DC-ONPREM-SRV-A-R02-FPP01,Generic,Fiber Patch Panel 48-Port,Patch Panel,AMER-DC-ONPREM,AMER-DC-ONPREM-Server Hall A,AMER-DC-ONPREM-SRV-A-R02,39,front,active,Fiber patch panel for spine switch
AMER-DC-ONPREM-SRV-A-R03-FPP01,Generic,Fiber Patch Panel 48-Port,Patch Panel,AMER-DC-ONPREM,AMER-DC-ONPREM-Server Hall A,AMER-DC-ONPREM-SRV-A-R03,39,front,active,Fiber patch panel for leaf switch
AMER-DC-ONPREM-SRV-A-R04-FPP01,Generic,Fiber Patch Panel 48-Port,Patch Panel,AMER-DC-ONPREM,AMER-DC-ONPREM-Server Hall A,AMER-DC-ONPREM-SRV-A-R04,39,front,active,Fiber patch panel for leaf switch
AMER-DC-ONPREM-SRV-A-R01-FPP02,Generic,Fiber Patch Panel 24-Port,Patch Panel,AMER-DC-ONPREM,AMER-DC-ONPREM-Server Hall A,AMER-DC-ONPREM-SRV-A-R01,25,front,active,Fiber patch panel for server connections
AMER-DC-ONPREM-SRV-A-R02-FPP02,Generic,Fiber Patch Panel 24-Port,Patch Panel,AMER-DC-ONPREM,AMER-DC-ONPREM-Server Hall A,AMER-DC-ONPREM-SRV-A-R02,25,front,active,Fiber patch panel for server connections
AMER-DC-ONPREM-SRV-A-R03-FPP02,Generic,Fiber Patch Panel 24-Port,Patch Panel,AMER-DC-ONPREM,AMER-DC-ONPREM-Server Hall A,AMER-DC-ONPREM-SRV-A-R03,25,front,active,Fiber patch panel for server connections
AMER-DC-ONPREM-SRV-A-R04-FPP02,Generic,Fiber Patch Panel 24-Port,Patch Panel,AMER-DC-ONPREM,AMER-DC-ONPREM-Server Hall A,AMER-DC-ONPREM-SRV-A-R04,25,front,active,Fiber patch panel for server connections
AMER-DC-ONPREM-SRV-A-R05-FPP01,Generic,Fiber Patch Panel 24-Port,Patch Panel,AMER-DC-ONPREM,AMER-DC-ONPREM-Server Hall A,AMER-DC-ONPREM-SRV-A-R05,40,front,active,Fiber patch panel for server connections
AMER-DC-ONPREM-SRV-A-R06-FPP01,Generic,Fiber Patch Panel 24-Port,Patch Panel,AMER-DC-ONPREM,AMER-DC-ONPREM-Server Hall A,AMER-DC-ONPREM-SRV-A-R06,40,front,active,Fiber patch panel for server connections
AMER-DC-ONPREM-SRV-B-R01-FPP01,Generic,Fiber Patch Panel 48-Port,Patch Panel,AMER-DC-ONPREM,AMER-DC-ONPREM-Server Hall B,AMER-DC-ONPREM-SRV-B-R01,39,front,active,Fiber patch panel for spine switch
AMER-DC-ONPREM-SRV-B-R02-FPP01,Generic,Fiber Patch Panel 48-Port,Patch Panel,AMER-DC-ONPREM,AMER-DC-ONPREM-Server Hall B,AMER-DC-ONPREM-SRV-B-R02,39,front,active,Fiber patch panel for spine switch
AMER-DC-ONPREM-SRV-B-R03-FPP01,Generic,Fiber Patch Panel 48-Port,Patch Panel,AMER-DC-ONPREM,AMER-DC-ONPREM-Server Hall B,AMER-DC-ONPREM-SRV-B-R03,39,front,active,Fiber patch panel for leaf switch
AMER-DC-ONPREM-SRV-B-R04-FPP01,Generic,Fiber Patch Panel 48-Port,Patch Panel,AMER-DC-ONPREM,AMER-DC-ONPREM-Server Hall B,AMER-DC-ONPREM-SRV-B-R04,39,front,active,Fiber patch panel for leaf switch
AMER-DC-ONPREM-SRV-B-R01-FPP02,Generic,Fiber Patch Panel 24-Port,Patch Panel,AMER-DC-ONPREM,AMER-DC-ONPREM-Server Hall B,AMER-DC-ONPREM-SRV-B-R01,25,front,active,Fiber patch panel for server connections
AMER-DC-ONPREM-SRV-B-R02-FPP02,Generic,Fiber Patch Panel 24-Port,Patch Panel,AMER-DC-ONPREM,AMER-DC-ONPREM-Server Hall B,AMER-DC-ONPREM-SRV-B-R02,25,front,active,Fiber patch panel for server connections
AMER-DC-ONPREM-SRV-B-R03-FPP02,Generic,Fiber Patch Panel 24-Port,Patch Panel,AMER-DC-ONPREM,AMER-DC-ONPREM-Server Hall B,AMER-DC-ONPREM-SRV-B-R03,25,front,active,Fiber patch panel for server connections
AMER-DC-ONPREM-SRV-B-R04-FPP02,Generic,Fiber Patch Panel 24-Port,Patch Panel,AMER-DC-ONPREM,AMER-DC-ONPREM-Server Hall B,AMER-DC-ONPREM-SRV-B-R04,25,front,active,Fiber patch panel for server connections
AMER-DC-ONPREM-SRV-B-R05-FPP01,Generic,Fiber Patch Panel 24-Port,Patch Panel,AMER-DC-ONPREM,AMER-DC-ONPREM-Server Hall B,AMER-DC-ONPREM-SRV-B-R05,40,front,active,Fiber patch panel for server connections
AMER-DC-ONPREM-SRV-B-R06-FPP01,Generic,Fiber Patch Panel 24-Port,Patch Panel,AMER-DC-ONPREM,AMER-DC-ONPREM-Server Hall B,AMER-DC-ONPREM-SRV-B-R06,40,front,active,Fiber patch panel for server connections
AMER-DC-ONPREM-STG-R01-FPP01,Generic,Fiber Patch Panel 24-Port,Patch Panel,AMER-DC-ONPREM,AMER-DC-ONPREM-Storage Room,AMER-DC-ONPREM-STG-R01,39,front,active,Fiber patch panel for storage connections
AMER-DC-ONPREM-STG-R02-FPP01,Generic,Fiber Patch Panel 24-Port,Patch Panel,AMER-DC-ONPREM,AMER-DC-ONPREM-Storage Room,AMER-DC-ONPREM-STG-R02,39,front,active,Fiber patch panel for storage connections
AMER-DC-ONPREM-STG-R03-FPP01,Generic,Fiber Patch Panel 24-Port,Patch Panel,AMER-DC-ONPREM,AMER-DC-ONPREM-Storage Room,AMER-DC-ONPREM-STG-R03,39,front,active,Fiber patch panel for storage connections
AMER-DC-ONPREM-MMR-R01-CPP01,Generic,Copper Patch Panel 48-Port,Patch Panel,AMER-DC-ONPREM,AMER-DC-ONPREM-Meet-Me Room,AMER-DC-ONPREM-MMR-R01,10,front,active,Copper patch panel for management
