device,name,type,speed,enabled,description
EMEA-DC-CLOUD-CORE-SW02,Ethernet1/48,10gbase-x-sfpp,10000000,true,10GBASE-X-SFPP Interface
EMEA-DC-CLOUD-CORE-SW02,Ethernet2/1,40gbase-x-qsfpp,40000000,true,40GBASE-X-QSFPP Interface
EMEA-DC-CLOUD-CORE-SW02,Ethernet2/2,40gbase-x-qsfpp,40000000,true,40GBASE-X-QSFPP Interface
EMEA-DC-CLOUD-CORE-SW02,Ethernet2/3,40gbase-x-qsfpp,40000000,true,40GBASE-X-QSFPP Interface
EMEA-DC-CLOUD-CORE-SW02,Ethernet2/4,40gbase-x-qsfpp,40000000,true,40GBASE-X-QSFPP Interface
EMEA-DC-CLOUD-CORE-SW02,Ethernet2/5,40gbase-x-qsfpp,40000000,true,40GBASE-X-QSFPP Interface
EMEA-DC-CLOUD-CORE-SW02,Ethernet2/6,40gbase-x-qsfpp,40000000,true,40GBASE-X-QSFPP Interface
EMEA-DC-CLOUD-DIST-SW01,Ethernet1/1,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW01,Ethernet1/2,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW01,Ethernet1/3,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW01,Ethernet1/4,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW01,Ethernet1/5,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW01,Ethernet1/6,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW01,Ethernet1/7,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW01,Ethernet1/8,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW01,Ethernet1/9,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW01,Ethernet1/10,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW01,Ethernet1/11,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW01,Ethernet1/12,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW01,Ethernet1/13,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW01,Ethernet1/14,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW01,Ethernet1/15,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW01,Ethernet1/16,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW01,Ethernet1/17,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW01,Ethernet1/18,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW01,Ethernet1/19,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW01,Ethernet1/20,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW01,Ethernet1/21,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW01,Ethernet1/22,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW01,Ethernet1/23,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW01,Ethernet1/24,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW01,Ethernet1/25,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW01,Ethernet1/26,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW01,Ethernet1/27,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW01,Ethernet1/28,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW01,Ethernet1/29,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW01,Ethernet1/30,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW01,Ethernet1/31,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW01,Ethernet1/32,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW01,Ethernet1/33,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW01,Ethernet1/34,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW01,Ethernet1/35,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW01,Ethernet1/36,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW01,Ethernet1/37,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW01,Ethernet1/38,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW01,Ethernet1/39,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW01,Ethernet1/40,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW01,Ethernet1/41,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW01,Ethernet1/42,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW01,Ethernet1/43,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW01,Ethernet1/44,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW01,Ethernet1/45,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW01,Ethernet1/46,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW01,Ethernet1/47,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW01,Ethernet1/48,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW02,Ethernet1/1,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW02,Ethernet1/2,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW02,Ethernet1/3,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW02,Ethernet1/4,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW02,Ethernet1/5,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW02,Ethernet1/6,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW02,Ethernet1/7,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW02,Ethernet1/8,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW02,Ethernet1/9,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW02,Ethernet1/10,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW02,Ethernet1/11,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW02,Ethernet1/12,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW02,Ethernet1/13,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW02,Ethernet1/14,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW02,Ethernet1/15,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW02,Ethernet1/16,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW02,Ethernet1/17,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW02,Ethernet1/18,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW02,Ethernet1/19,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW02,Ethernet1/20,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW02,Ethernet1/21,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW02,Ethernet1/22,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW02,Ethernet1/23,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW02,Ethernet1/24,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW02,Ethernet1/25,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW02,Ethernet1/26,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW02,Ethernet1/27,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW02,Ethernet1/28,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW02,Ethernet1/29,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW02,Ethernet1/30,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW02,Ethernet1/31,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW02,Ethernet1/32,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW02,Ethernet1/33,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW02,Ethernet1/34,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW02,Ethernet1/35,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW02,Ethernet1/36,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW02,Ethernet1/37,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW02,Ethernet1/38,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW02,Ethernet1/39,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW02,Ethernet1/40,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW02,Ethernet1/41,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW02,Ethernet1/42,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW02,Ethernet1/43,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW02,Ethernet1/44,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW02,Ethernet1/45,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW02,Ethernet1/46,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW02,Ethernet1/47,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-DIST-SW02,Ethernet1/48,25gbase-x-sfp28,25000000,true,25GBASE-X-SFP28 Interface
EMEA-DC-CLOUD-FW-EXT-01,ethernet1/1,10gbase-x-sfpp,10000000,true,10GBASE-X-SFPP Interface
EMEA-DC-CLOUD-FW-EXT-01,ethernet1/2,10gbase-x-sfpp,10000000,true,10GBASE-X-SFPP Interface
EMEA-DC-CLOUD-FW-EXT-01,ethernet1/3,10gbase-x-sfpp,10000000,true,10GBASE-X-SFPP Interface
EMEA-DC-CLOUD-FW-EXT-01,ethernet1/4,10gbase-x-sfpp,10000000,true,10GBASE-X-SFPP Interface
EMEA-DC-CLOUD-FW-EXT-01,ethernet1/5,10gbase-x-sfpp,10000000,true,10GBASE-X-SFPP Interface
EMEA-DC-CLOUD-FW-EXT-01,ethernet1/6,10gbase-x-sfpp,10000000,true,10GBASE-X-SFPP Interface
EMEA-DC-CLOUD-FW-EXT-01,ethernet1/7,10gbase-x-sfpp,10000000,true,10GBASE-X-SFPP Interface
EMEA-DC-CLOUD-FW-EXT-01,ethernet1/8,10gbase-x-sfpp,10000000,true,10GBASE-X-SFPP Interface
EMEA-DC-CLOUD-FW-EXT-01,ethernet1/9,10gbase-x-sfpp,10000000,true,10GBASE-X-SFPP Interface
