name,site,location,status,rack_type,description
ID-Agency2-MDF1-R02,ID-Agency2,ID-Agency2-MDF1,active,Standard 22U Rack,22U Secondary Rack - ID-Agency2-MDF1
ID-Agency2-MDF2-R01,ID-Agency2,ID-Agency2-MDF2,active,Standard 42U Rack,42U Main Rack - ID-Agency2-MDF2
ID-Agency2-MDF2-R02,ID-Agency2,ID-Agency2-MDF2,active,Standard 22U Rack,22U Secondary Rack - ID-Agency2-MDF2
VN-Agency1-MDF1-R01,VN-Agency1,VN-Agency1-MDF1,active,Standard 42U Rack,42U Main Rack - VN-Agency1-MDF1
VN-Agency1-MDF1-R02,VN-Agency1,VN-Agency1-MDF1,active,Standard 22U Rack,22U Secondary Rack - VN-Agency1-MDF1
VN-Agency1-MDF2-R01,VN-Agency1,VN-Agency1-MDF2,active,Standard 42U Rack,42U Main Rack - VN-Agency1-MDF2
VN-Agency1-MDF2-R02,VN-Agency1,VN-Agency1-MDF2,active,Standard 22U Rack,22U Secondary Rack - VN-Agency1-MDF2
VN-Agency2-MDF1-R01,VN-Agency2,VN-Agency2-MDF1,active,Standard 42U Rack,42U Main Rack - VN-Agency2-MDF1
VN-Agency2-MDF1-R02,VN-Agency2,VN-Agency2-MDF1,active,Standard 22U Rack,22U Secondary Rack - VN-Agency2-MDF1
VN-Agency2-MDF2-R01,VN-Agency2,VN-Agency2-MDF2,active,Standard 42U Rack,42U Main Rack - VN-Agency2-MDF2
VN-Agency2-MDF2-R02,VN-Agency2,VN-Agency2-MDF2,active,Standard 22U Rack,22U Secondary Rack - VN-Agency2-MDF2
PH-Agency1-MDF1-R01,PH-Agency1,PH-Agency1-MDF1,active,Standard 42U Rack,42U Main Rack - PH-Agency1-MDF1
PH-Agency1-MDF1-R02,PH-Agency1,PH-Agency1-MDF1,active,Standard 22U Rack,22U Secondary Rack - PH-Agency1-MDF1
PH-Agency1-MDF2-R01,PH-Agency1,PH-Agency1-MDF2,active,Standard 42U Rack,42U Main Rack - PH-Agency1-MDF2
PH-Agency1-MDF2-R02,PH-Agency1,PH-Agency1-MDF2,active,Standard 22U Rack,22U Secondary Rack - PH-Agency1-MDF2
PH-Agency2-MDF1-R01,PH-Agency2,PH-Agency2-MDF1,active,Standard 42U Rack,42U Main Rack - PH-Agency2-MDF1
PH-Agency2-MDF1-R02,PH-Agency2,PH-Agency2-MDF1,active,Standard 22U Rack,22U Secondary Rack - PH-Agency2-MDF1
PH-Agency2-MDF2-R01,PH-Agency2,PH-Agency2-MDF2,active,Standard 42U Rack,42U Main Rack - PH-Agency2-MDF2
PH-Agency2-MDF2-R02,PH-Agency2,PH-Agency2-MDF2,active,Standard 22U Rack,22U Secondary Rack - PH-Agency2-MDF2
MM-Agency1-MDF1-R01,MM-Agency1,MM-Agency1-MDF1,active,Standard 42U Rack,42U Main Rack - MM-Agency1-MDF1
MM-Agency1-MDF1-R02,MM-Agency1,MM-Agency1-MDF1,active,Standard 22U Rack,22U Secondary Rack - MM-Agency1-MDF1
MM-Agency1-MDF2-R01,MM-Agency1,MM-Agency1-MDF2,active,Standard 42U Rack,42U Main Rack - MM-Agency1-MDF2
MM-Agency1-MDF2-R02,MM-Agency1,MM-Agency1-MDF2,active,Standard 22U Rack,22U Secondary Rack - MM-Agency1-MDF2
MM-Agency2-MDF1-R01,MM-Agency2,MM-Agency2-MDF1,active,Standard 42U Rack,42U Main Rack - MM-Agency2-MDF1
MM-Agency2-MDF1-R02,MM-Agency2,MM-Agency2-MDF1,active,Standard 22U Rack,22U Secondary Rack - MM-Agency2-MDF1
MM-Agency2-MDF2-R01,MM-Agency2,MM-Agency2-MDF2,active,Standard 42U Rack,42U Main Rack - MM-Agency2-MDF2
MM-Agency2-MDF2-R02,MM-Agency2,MM-Agency2-MDF2,active,Standard 22U Rack,22U Secondary Rack - MM-Agency2-MDF2
KH-Agency1-MDF1-R01,KH-Agency1,KH-Agency1-MDF1,active,Standard 42U Rack,42U Main Rack - KH-Agency1-MDF1
KH-Agency1-MDF1-R02,KH-Agency1,KH-Agency1-MDF1,active,Standard 22U Rack,22U Secondary Rack - KH-Agency1-MDF1
KH-Agency1-MDF2-R01,KH-Agency1,KH-Agency1-MDF2,active,Standard 42U Rack,42U Main Rack - KH-Agency1-MDF2
KH-Agency1-MDF2-R02,KH-Agency1,KH-Agency1-MDF2,active,Standard 22U Rack,22U Secondary Rack - KH-Agency1-MDF2
KH-Agency2-MDF1-R01,KH-Agency2,KH-Agency2-MDF1,active,Standard 42U Rack,42U Main Rack - KH-Agency2-MDF1
KH-Agency2-MDF1-R02,KH-Agency2,KH-Agency2-MDF1,active,Standard 22U Rack,22U Secondary Rack - KH-Agency2-MDF1
KH-Agency2-MDF2-R01,KH-Agency2,KH-Agency2-MDF2,active,Standard 42U Rack,42U Main Rack - KH-Agency2-MDF2
KH-Agency2-MDF2-R02,KH-Agency2,KH-Agency2-MDF2,active,Standard 22U Rack,22U Secondary Rack - KH-Agency2-MDF2
LA-Agency1-MDF1-R01,LA-Agency1,LA-Agency1-MDF1,active,Standard 42U Rack,42U Main Rack - LA-Agency1-MDF1
LA-Agency1-MDF1-R02,LA-Agency1,LA-Agency1-MDF1,active,Standard 22U Rack,22U Secondary Rack - LA-Agency1-MDF1
LA-Agency1-MDF2-R01,LA-Agency1,LA-Agency1-MDF2,active,Standard 42U Rack,42U Main Rack - LA-Agency1-MDF2
LA-Agency1-MDF2-R02,LA-Agency1,LA-Agency1-MDF2,active,Standard 22U Rack,22U Secondary Rack - LA-Agency1-MDF2
LA-Agency2-MDF1-R01,LA-Agency2,LA-Agency2-MDF1,active,Standard 42U Rack,42U Main Rack - LA-Agency2-MDF1
LA-Agency2-MDF1-R02,LA-Agency2,LA-Agency2-MDF1,active,Standard 22U Rack,22U Secondary Rack - LA-Agency2-MDF1
LA-Agency2-MDF2-R01,LA-Agency2,LA-Agency2-MDF2,active,Standard 42U Rack,42U Main Rack - LA-Agency2-MDF2
LA-Agency2-MDF2-R02,LA-Agency2,LA-Agency2-MDF2,active,Standard 22U Rack,22U Secondary Rack - LA-Agency2-MDF2
BN-Agency1-MDF1-R01,BN-Agency1,BN-Agency1-MDF1,active,Standard 42U Rack,42U Main Rack - BN-Agency1-MDF1
BN-Agency1-MDF1-R02,BN-Agency1,BN-Agency1-MDF1,active,Standard 22U Rack,22U Secondary Rack - BN-Agency1-MDF1
BN-Agency1-MDF2-R01,BN-Agency1,BN-Agency1-MDF2,active,Standard 42U Rack,42U Main Rack - BN-Agency1-MDF2
BN-Agency1-MDF2-R02,BN-Agency1,BN-Agency1-MDF2,active,Standard 22U Rack,22U Secondary Rack - BN-Agency1-MDF2
BN-Agency2-MDF1-R01,BN-Agency2,BN-Agency2-MDF1,active,Standard 42U Rack,42U Main Rack - BN-Agency2-MDF1
BN-Agency2-MDF1-R02,BN-Agency2,BN-Agency2-MDF1,active,Standard 22U Rack,22U Secondary Rack - BN-Agency2-MDF1
BN-Agency2-MDF2-R01,BN-Agency2,BN-Agency2-MDF2,active,Standard 42U Rack,42U Main Rack - BN-Agency2-MDF2
BN-Agency2-MDF2-R02,BN-Agency2,BN-Agency2-MDF2,active,Standard 22U Rack,22U Secondary Rack - BN-Agency2-MDF2
TL-Agency1-MDF1-R01,TL-Agency1,TL-Agency1-MDF1,active,Standard 42U Rack,42U Main Rack - TL-Agency1-MDF1
TL-Agency1-MDF1-R02,TL-Agency1,TL-Agency1-MDF1,active,Standard 22U Rack,22U Secondary Rack - TL-Agency1-MDF1
TL-Agency1-MDF2-R01,TL-Agency1,TL-Agency1-MDF2,active,Standard 42U Rack,42U Main Rack - TL-Agency1-MDF2
TL-Agency1-MDF2-R02,TL-Agency1,TL-Agency1-MDF2,active,Standard 22U Rack,22U Secondary Rack - TL-Agency1-MDF2
TL-Agency2-MDF1-R01,TL-Agency2,TL-Agency2-MDF1,active,Standard 42U Rack,42U Main Rack - TL-Agency2-MDF1
TL-Agency2-MDF1-R02,TL-Agency2,TL-Agency2-MDF1,active,Standard 22U Rack,22U Secondary Rack - TL-Agency2-MDF1
TL-Agency2-MDF2-R01,TL-Agency2,TL-Agency2-MDF2,active,Standard 42U Rack,42U Main Rack - TL-Agency2-MDF2
TL-Agency2-MDF2-R02,TL-Agency2,TL-Agency2-MDF2,active,Standard 22U Rack,22U Secondary Rack - TL-Agency2-MDF2
IN-Agency1-MDF1-R01,IN-Agency1,IN-Agency1-MDF1,active,Standard 42U Rack,42U Main Rack - IN-Agency1-MDF1
IN-Agency1-MDF1-R02,IN-Agency1,IN-Agency1-MDF1,active,Standard 22U Rack,22U Secondary Rack - IN-Agency1-MDF1
IN-Agency1-MDF2-R01,IN-Agency1,IN-Agency1-MDF2,active,Standard 42U Rack,42U Main Rack - IN-Agency1-MDF2
IN-Agency1-MDF2-R02,IN-Agency1,IN-Agency1-MDF2,active,Standard 22U Rack,22U Secondary Rack - IN-Agency1-MDF2
IN-Agency2-MDF1-R01,IN-Agency2,IN-Agency2-MDF1,active,Standard 42U Rack,42U Main Rack - IN-Agency2-MDF1
IN-Agency2-MDF1-R02,IN-Agency2,IN-Agency2-MDF1,active,Standard 22U Rack,22U Secondary Rack - IN-Agency2-MDF1
IN-Agency2-MDF2-R01,IN-Agency2,IN-Agency2-MDF2,active,Standard 42U Rack,42U Main Rack - IN-Agency2-MDF2
IN-Agency2-MDF2-R02,IN-Agency2,IN-Agency2-MDF2,active,Standard 22U Rack,22U Secondary Rack - IN-Agency2-MDF2
PK-Agency1-MDF1-R01,PK-Agency1,PK-Agency1-MDF1,active,Standard 42U Rack,42U Main Rack - PK-Agency1-MDF1
PK-Agency1-MDF1-R02,PK-Agency1,PK-Agency1-MDF1,active,Standard 22U Rack,22U Secondary Rack - PK-Agency1-MDF1
PK-Agency1-MDF2-R01,PK-Agency1,PK-Agency1-MDF2,active,Standard 42U Rack,42U Main Rack - PK-Agency1-MDF2
PK-Agency1-MDF2-R02,PK-Agency1,PK-Agency1-MDF2,active,Standard 22U Rack,22U Secondary Rack - PK-Agency1-MDF2
PK-Agency2-MDF1-R01,PK-Agency2,PK-Agency2-MDF1,active,Standard 42U Rack,42U Main Rack - PK-Agency2-MDF1
PK-Agency2-MDF1-R02,PK-Agency2,PK-Agency2-MDF1,active,Standard 22U Rack,22U Secondary Rack - PK-Agency2-MDF1
PK-Agency2-MDF2-R01,PK-Agency2,PK-Agency2-MDF2,active,Standard 42U Rack,42U Main Rack - PK-Agency2-MDF2
PK-Agency2-MDF2-R02,PK-Agency2,PK-Agency2-MDF2,active,Standard 22U Rack,22U Secondary Rack - PK-Agency2-MDF2
BD-Agency1-MDF1-R01,BD-Agency1,BD-Agency1-MDF1,active,Standard 42U Rack,42U Main Rack - BD-Agency1-MDF1
BD-Agency1-MDF1-R02,BD-Agency1,BD-Agency1-MDF1,active,Standard 22U Rack,22U Secondary Rack - BD-Agency1-MDF1
BD-Agency1-MDF2-R01,BD-Agency1,BD-Agency1-MDF2,active,Standard 42U Rack,42U Main Rack - BD-Agency1-MDF2
BD-Agency1-MDF2-R02,BD-Agency1,BD-Agency1-MDF2,active,Standard 22U Rack,22U Secondary Rack - BD-Agency1-MDF2
BD-Agency2-MDF1-R01,BD-Agency2,BD-Agency2-MDF1,active,Standard 42U Rack,42U Main Rack - BD-Agency2-MDF1
BD-Agency2-MDF1-R02,BD-Agency2,BD-Agency2-MDF1,active,Standard 22U Rack,22U Secondary Rack - BD-Agency2-MDF1
BD-Agency2-MDF2-R01,BD-Agency2,BD-Agency2-MDF2,active,Standard 42U Rack,42U Main Rack - BD-Agency2-MDF2
BD-Agency2-MDF2-R02,BD-Agency2,BD-Agency2-MDF2,active,Standard 22U Rack,22U Secondary Rack - BD-Agency2-MDF2
LK-Agency1-MDF1-R01,LK-Agency1,LK-Agency1-MDF1,active,Standard 42U Rack,42U Main Rack - LK-Agency1-MDF1
LK-Agency1-MDF1-R02,LK-Agency1,LK-Agency1-MDF1,active,Standard 22U Rack,22U Secondary Rack - LK-Agency1-MDF1
LK-Agency1-MDF2-R01,LK-Agency1,LK-Agency1-MDF2,active,Standard 42U Rack,42U Main Rack - LK-Agency1-MDF2
LK-Agency1-MDF2-R02,LK-Agency1,LK-Agency1-MDF2,active,Standard 22U Rack,22U Secondary Rack - LK-Agency1-MDF2
LK-Agency2-MDF1-R01,LK-Agency2,LK-Agency2-MDF1,active,Standard 42U Rack,42U Main Rack - LK-Agency2-MDF1
LK-Agency2-MDF1-R02,LK-Agency2,LK-Agency2-MDF1,active,Standard 22U Rack,22U Secondary Rack - LK-Agency2-MDF1
LK-Agency2-MDF2-R01,LK-Agency2,LK-Agency2-MDF2,active,Standard 42U Rack,42U Main Rack - LK-Agency2-MDF2
LK-Agency2-MDF2-R02,LK-Agency2,LK-Agency2-MDF2,active,Standard 22U Rack,22U Secondary Rack - LK-Agency2-MDF2
NP-Agency1-MDF1-R01,NP-Agency1,NP-Agency1-MDF1,active,Standard 42U Rack,42U Main Rack - NP-Agency1-MDF1
NP-Agency1-MDF1-R02,NP-Agency1,NP-Agency1-MDF1,active,Standard 22U Rack,22U Secondary Rack - NP-Agency1-MDF1
NP-Agency1-MDF2-R01,NP-Agency1,NP-Agency1-MDF2,active,Standard 42U Rack,42U Main Rack - NP-Agency1-MDF2
NP-Agency1-MDF2-R02,NP-Agency1,NP-Agency1-MDF2,active,Standard 22U Rack,22U Secondary Rack - NP-Agency1-MDF2
NP-Agency2-MDF1-R01,NP-Agency2,NP-Agency2-MDF1,active,Standard 42U Rack,42U Main Rack - NP-Agency2-MDF1
NP-Agency2-MDF1-R02,NP-Agency2,NP-Agency2-MDF1,active,Standard 22U Rack,22U Secondary Rack - NP-Agency2-MDF1
NP-Agency2-MDF2-R01,NP-Agency2,NP-Agency2-MDF2,active,Standard 42U Rack,42U Main Rack - NP-Agency2-MDF2
NP-Agency2-MDF2-R02,NP-Agency2,NP-Agency2-MDF2,active,Standard 22U Rack,22U Secondary Rack - NP-Agency2-MDF2
BT-Agency1-MDF1-R01,BT-Agency1,BT-Agency1-MDF1,active,Standard 42U Rack,42U Main Rack - BT-Agency1-MDF1
BT-Agency1-MDF1-R02,BT-Agency1,BT-Agency1-MDF1,active,Standard 22U Rack,22U Secondary Rack - BT-Agency1-MDF1
BT-Agency1-MDF2-R01,BT-Agency1,BT-Agency1-MDF2,active,Standard 42U Rack,42U Main Rack - BT-Agency1-MDF2
BT-Agency1-MDF2-R02,BT-Agency1,BT-Agency1-MDF2,active,Standard 22U Rack,22U Secondary Rack - BT-Agency1-MDF2
BT-Agency2-MDF1-R01,BT-Agency2,BT-Agency2-MDF1,active,Standard 42U Rack,42U Main Rack - BT-Agency2-MDF1
BT-Agency2-MDF1-R02,BT-Agency2,BT-Agency2-MDF1,active,Standard 22U Rack,22U Secondary Rack - BT-Agency2-MDF1
BT-Agency2-MDF2-R01,BT-Agency2,BT-Agency2-MDF2,active,Standard 42U Rack,42U Main Rack - BT-Agency2-MDF2
BT-Agency2-MDF2-R02,BT-Agency2,BT-Agency2-MDF2,active,Standard 22U Rack,22U Secondary Rack - BT-Agency2-MDF2
MV-Agency1-MDF1-R01,MV-Agency1,MV-Agency1-MDF1,active,Standard 42U Rack,42U Main Rack - MV-Agency1-MDF1
MV-Agency1-MDF1-R02,MV-Agency1,MV-Agency1-MDF1,active,Standard 22U Rack,22U Secondary Rack - MV-Agency1-MDF1
MV-Agency1-MDF2-R01,MV-Agency1,MV-Agency1-MDF2,active,Standard 42U Rack,42U Main Rack - MV-Agency1-MDF2
MV-Agency1-MDF2-R02,MV-Agency1,MV-Agency1-MDF2,active,Standard 22U Rack,22U Secondary Rack - MV-Agency1-MDF2
