name,site,location,status,rack_type,description
GT-Agency2-MDF2-R02,GT-Agency2,GT-Agency2-MDF2,active,Standard 22U Rack,22U Secondary Rack - GT-Agency2-MDF2
BZ-Agency1-MDF1-R01,BZ-Agency1,BZ-Agency1-MDF1,active,Standard 42U Rack,42U Main Rack - BZ-Agency1-MDF1
BZ-Agency1-MDF1-R02,BZ-Agency1,BZ-Agency1-MDF1,active,Standard 22U Rack,22U Secondary Rack - BZ-Agency1-MDF1
BZ-Agency1-MDF2-R01,BZ-Agency1,BZ-Agency1-MDF2,active,Standard 42U Rack,42U Main Rack - BZ-Agency1-MDF2
BZ-Agency1-MDF2-R02,BZ-Agency1,BZ-Agency1-MDF2,active,Standard 22U Rack,22U Secondary Rack - BZ-Agency1-MDF2
BZ-Agency2-MDF1-R01,BZ-Agency2,BZ-Agency2-MDF1,active,Standard 42U Rack,42U Main Rack - BZ-Agency2-MDF1
BZ-Agency2-MDF1-R02,BZ-Agency2,BZ-Agency2-MDF1,active,Standard 22U Rack,22U Secondary Rack - BZ-Agency2-MDF1
BZ-Agency2-MDF2-R01,BZ-Agency2,BZ-Agency2-MDF2,active,Standard 42U Rack,42U Main Rack - BZ-Agency2-MDF2
BZ-Agency2-MDF2-R02,BZ-Agency2,BZ-Agency2-MDF2,active,Standard 22U Rack,22U Secondary Rack - BZ-Agency2-MDF2
HN-Agency1-MDF1-R01,HN-Agency1,HN-Agency1-MDF1,active,Standard 42U Rack,42U Main Rack - HN-Agency1-MDF1
HN-Agency1-MDF1-R02,HN-Agency1,HN-Agency1-MDF1,active,Standard 22U Rack,22U Secondary Rack - HN-Agency1-MDF1
HN-Agency1-MDF2-R01,HN-Agency1,HN-Agency1-MDF2,active,Standard 42U Rack,42U Main Rack - HN-Agency1-MDF2
HN-Agency1-MDF2-R02,HN-Agency1,HN-Agency1-MDF2,active,Standard 22U Rack,22U Secondary Rack - HN-Agency1-MDF2
HN-Agency2-MDF1-R01,HN-Agency2,HN-Agency2-MDF1,active,Standard 42U Rack,42U Main Rack - HN-Agency2-MDF1
HN-Agency2-MDF1-R02,HN-Agency2,HN-Agency2-MDF1,active,Standard 22U Rack,22U Secondary Rack - HN-Agency2-MDF1
HN-Agency2-MDF2-R01,HN-Agency2,HN-Agency2-MDF2,active,Standard 42U Rack,42U Main Rack - HN-Agency2-MDF2
HN-Agency2-MDF2-R02,HN-Agency2,HN-Agency2-MDF2,active,Standard 22U Rack,22U Secondary Rack - HN-Agency2-MDF2
SV-Agency1-MDF1-R01,SV-Agency1,SV-Agency1-MDF1,active,Standard 42U Rack,42U Main Rack - SV-Agency1-MDF1
SV-Agency1-MDF1-R02,SV-Agency1,SV-Agency1-MDF1,active,Standard 22U Rack,22U Secondary Rack - SV-Agency1-MDF1
SV-Agency1-MDF2-R01,SV-Agency1,SV-Agency1-MDF2,active,Standard 42U Rack,42U Main Rack - SV-Agency1-MDF2
SV-Agency1-MDF2-R02,SV-Agency1,SV-Agency1-MDF2,active,Standard 22U Rack,22U Secondary Rack - SV-Agency1-MDF2
SV-Agency2-MDF1-R01,SV-Agency2,SV-Agency2-MDF1,active,Standard 42U Rack,42U Main Rack - SV-Agency2-MDF1
SV-Agency2-MDF1-R02,SV-Agency2,SV-Agency2-MDF1,active,Standard 22U Rack,22U Secondary Rack - SV-Agency2-MDF1
SV-Agency2-MDF2-R01,SV-Agency2,SV-Agency2-MDF2,active,Standard 42U Rack,42U Main Rack - SV-Agency2-MDF2
SV-Agency2-MDF2-R02,SV-Agency2,SV-Agency2-MDF2,active,Standard 22U Rack,22U Secondary Rack - SV-Agency2-MDF2
NI-Agency1-MDF1-R01,NI-Agency1,NI-Agency1-MDF1,active,Standard 42U Rack,42U Main Rack - NI-Agency1-MDF1
NI-Agency1-MDF1-R02,NI-Agency1,NI-Agency1-MDF1,active,Standard 22U Rack,22U Secondary Rack - NI-Agency1-MDF1
NI-Agency1-MDF2-R01,NI-Agency1,NI-Agency1-MDF2,active,Standard 42U Rack,42U Main Rack - NI-Agency1-MDF2
NI-Agency1-MDF2-R02,NI-Agency1,NI-Agency1-MDF2,active,Standard 22U Rack,22U Secondary Rack - NI-Agency1-MDF2
NI-Agency2-MDF1-R01,NI-Agency2,NI-Agency2-MDF1,active,Standard 42U Rack,42U Main Rack - NI-Agency2-MDF1
NI-Agency2-MDF1-R02,NI-Agency2,NI-Agency2-MDF1,active,Standard 22U Rack,22U Secondary Rack - NI-Agency2-MDF1
NI-Agency2-MDF2-R01,NI-Agency2,NI-Agency2-MDF2,active,Standard 42U Rack,42U Main Rack - NI-Agency2-MDF2
NI-Agency2-MDF2-R02,NI-Agency2,NI-Agency2-MDF2,active,Standard 22U Rack,22U Secondary Rack - NI-Agency2-MDF2
CR-Agency1-MDF1-R01,CR-Agency1,CR-Agency1-MDF1,active,Standard 42U Rack,42U Main Rack - CR-Agency1-MDF1
CR-Agency1-MDF1-R02,CR-Agency1,CR-Agency1-MDF1,active,Standard 22U Rack,22U Secondary Rack - CR-Agency1-MDF1
CR-Agency1-MDF2-R01,CR-Agency1,CR-Agency1-MDF2,active,Standard 42U Rack,42U Main Rack - CR-Agency1-MDF2
CR-Agency1-MDF2-R02,CR-Agency1,CR-Agency1-MDF2,active,Standard 22U Rack,22U Secondary Rack - CR-Agency1-MDF2
CR-Agency2-MDF1-R01,CR-Agency2,CR-Agency2-MDF1,active,Standard 42U Rack,42U Main Rack - CR-Agency2-MDF1
CR-Agency2-MDF1-R02,CR-Agency2,CR-Agency2-MDF1,active,Standard 22U Rack,22U Secondary Rack - CR-Agency2-MDF1
CR-Agency2-MDF2-R01,CR-Agency2,CR-Agency2-MDF2,active,Standard 42U Rack,42U Main Rack - CR-Agency2-MDF2
CR-Agency2-MDF2-R02,CR-Agency2,CR-Agency2-MDF2,active,Standard 22U Rack,22U Secondary Rack - CR-Agency2-MDF2
PA-Agency1-MDF1-R01,PA-Agency1,PA-Agency1-MDF1,active,Standard 42U Rack,42U Main Rack - PA-Agency1-MDF1
PA-Agency1-MDF1-R02,PA-Agency1,PA-Agency1-MDF1,active,Standard 22U Rack,22U Secondary Rack - PA-Agency1-MDF1
PA-Agency1-MDF2-R01,PA-Agency1,PA-Agency1-MDF2,active,Standard 42U Rack,42U Main Rack - PA-Agency1-MDF2
PA-Agency1-MDF2-R02,PA-Agency1,PA-Agency1-MDF2,active,Standard 22U Rack,22U Secondary Rack - PA-Agency1-MDF2
PA-Agency2-MDF1-R01,PA-Agency2,PA-Agency2-MDF1,active,Standard 42U Rack,42U Main Rack - PA-Agency2-MDF1
PA-Agency2-MDF1-R02,PA-Agency2,PA-Agency2-MDF1,active,Standard 22U Rack,22U Secondary Rack - PA-Agency2-MDF1
PA-Agency2-MDF2-R01,PA-Agency2,PA-Agency2-MDF2,active,Standard 42U Rack,42U Main Rack - PA-Agency2-MDF2
PA-Agency2-MDF2-R02,PA-Agency2,PA-Agency2-MDF2,active,Standard 22U Rack,22U Secondary Rack - PA-Agency2-MDF2
CU-Agency1-MDF1-R01,CU-Agency1,CU-Agency1-MDF1,active,Standard 42U Rack,42U Main Rack - CU-Agency1-MDF1
CU-Agency1-MDF1-R02,CU-Agency1,CU-Agency1-MDF1,active,Standard 22U Rack,22U Secondary Rack - CU-Agency1-MDF1
CU-Agency1-MDF2-R01,CU-Agency1,CU-Agency1-MDF2,active,Standard 42U Rack,42U Main Rack - CU-Agency1-MDF2
CU-Agency1-MDF2-R02,CU-Agency1,CU-Agency1-MDF2,active,Standard 22U Rack,22U Secondary Rack - CU-Agency1-MDF2
CU-Agency2-MDF1-R01,CU-Agency2,CU-Agency2-MDF1,active,Standard 42U Rack,42U Main Rack - CU-Agency2-MDF1
CU-Agency2-MDF1-R02,CU-Agency2,CU-Agency2-MDF1,active,Standard 22U Rack,22U Secondary Rack - CU-Agency2-MDF1
CU-Agency2-MDF2-R01,CU-Agency2,CU-Agency2-MDF2,active,Standard 42U Rack,42U Main Rack - CU-Agency2-MDF2
CU-Agency2-MDF2-R02,CU-Agency2,CU-Agency2-MDF2,active,Standard 22U Rack,22U Secondary Rack - CU-Agency2-MDF2
JM-Agency1-MDF1-R01,JM-Agency1,JM-Agency1-MDF1,active,Standard 42U Rack,42U Main Rack - JM-Agency1-MDF1
JM-Agency1-MDF1-R02,JM-Agency1,JM-Agency1-MDF1,active,Standard 22U Rack,22U Secondary Rack - JM-Agency1-MDF1
JM-Agency1-MDF2-R01,JM-Agency1,JM-Agency1-MDF2,active,Standard 42U Rack,42U Main Rack - JM-Agency1-MDF2
JM-Agency1-MDF2-R02,JM-Agency1,JM-Agency1-MDF2,active,Standard 22U Rack,22U Secondary Rack - JM-Agency1-MDF2
JM-Agency2-MDF1-R01,JM-Agency2,JM-Agency2-MDF1,active,Standard 42U Rack,42U Main Rack - JM-Agency2-MDF1
JM-Agency2-MDF1-R02,JM-Agency2,JM-Agency2-MDF1,active,Standard 22U Rack,22U Secondary Rack - JM-Agency2-MDF1
JM-Agency2-MDF2-R01,JM-Agency2,JM-Agency2-MDF2,active,Standard 42U Rack,42U Main Rack - JM-Agency2-MDF2
JM-Agency2-MDF2-R02,JM-Agency2,JM-Agency2-MDF2,active,Standard 22U Rack,22U Secondary Rack - JM-Agency2-MDF2
HT-Agency1-MDF1-R01,HT-Agency1,HT-Agency1-MDF1,active,Standard 42U Rack,42U Main Rack - HT-Agency1-MDF1
HT-Agency1-MDF1-R02,HT-Agency1,HT-Agency1-MDF1,active,Standard 22U Rack,22U Secondary Rack - HT-Agency1-MDF1
HT-Agency1-MDF2-R01,HT-Agency1,HT-Agency1-MDF2,active,Standard 42U Rack,42U Main Rack - HT-Agency1-MDF2
HT-Agency1-MDF2-R02,HT-Agency1,HT-Agency1-MDF2,active,Standard 22U Rack,22U Secondary Rack - HT-Agency1-MDF2
HT-Agency2-MDF1-R01,HT-Agency2,HT-Agency2-MDF1,active,Standard 42U Rack,42U Main Rack - HT-Agency2-MDF1
HT-Agency2-MDF1-R02,HT-Agency2,HT-Agency2-MDF1,active,Standard 22U Rack,22U Secondary Rack - HT-Agency2-MDF1
HT-Agency2-MDF2-R01,HT-Agency2,HT-Agency2-MDF2,active,Standard 42U Rack,42U Main Rack - HT-Agency2-MDF2
HT-Agency2-MDF2-R02,HT-Agency2,HT-Agency2-MDF2,active,Standard 22U Rack,22U Secondary Rack - HT-Agency2-MDF2
DO-Agency1-MDF1-R01,DO-Agency1,DO-Agency1-MDF1,active,Standard 42U Rack,42U Main Rack - DO-Agency1-MDF1
DO-Agency1-MDF1-R02,DO-Agency1,DO-Agency1-MDF1,active,Standard 22U Rack,22U Secondary Rack - DO-Agency1-MDF1
DO-Agency1-MDF2-R01,DO-Agency1,DO-Agency1-MDF2,active,Standard 42U Rack,42U Main Rack - DO-Agency1-MDF2
DO-Agency1-MDF2-R02,DO-Agency1,DO-Agency1-MDF2,active,Standard 22U Rack,22U Secondary Rack - DO-Agency1-MDF2
DO-Agency2-MDF1-R01,DO-Agency2,DO-Agency2-MDF1,active,Standard 42U Rack,42U Main Rack - DO-Agency2-MDF1
DO-Agency2-MDF1-R02,DO-Agency2,DO-Agency2-MDF1,active,Standard 22U Rack,22U Secondary Rack - DO-Agency2-MDF1
DO-Agency2-MDF2-R01,DO-Agency2,DO-Agency2-MDF2,active,Standard 42U Rack,42U Main Rack - DO-Agency2-MDF2
DO-Agency2-MDF2-R02,DO-Agency2,DO-Agency2-MDF2,active,Standard 22U Rack,22U Secondary Rack - DO-Agency2-MDF2
PR-Agency1-MDF1-R01,PR-Agency1,PR-Agency1-MDF1,active,Standard 42U Rack,42U Main Rack - PR-Agency1-MDF1
PR-Agency1-MDF1-R02,PR-Agency1,PR-Agency1-MDF1,active,Standard 22U Rack,22U Secondary Rack - PR-Agency1-MDF1
PR-Agency1-MDF2-R01,PR-Agency1,PR-Agency1-MDF2,active,Standard 42U Rack,42U Main Rack - PR-Agency1-MDF2
PR-Agency1-MDF2-R02,PR-Agency1,PR-Agency1-MDF2,active,Standard 22U Rack,22U Secondary Rack - PR-Agency1-MDF2
PR-Agency2-MDF1-R01,PR-Agency2,PR-Agency2-MDF1,active,Standard 42U Rack,42U Main Rack - PR-Agency2-MDF1
PR-Agency2-MDF1-R02,PR-Agency2,PR-Agency2-MDF1,active,Standard 22U Rack,22U Secondary Rack - PR-Agency2-MDF1
PR-Agency2-MDF2-R01,PR-Agency2,PR-Agency2-MDF2,active,Standard 42U Rack,42U Main Rack - PR-Agency2-MDF2
PR-Agency2-MDF2-R02,PR-Agency2,PR-Agency2-MDF2,active,Standard 22U Rack,22U Secondary Rack - PR-Agency2-MDF2
BS-Agency1-MDF1-R01,BS-Agency1,BS-Agency1-MDF1,active,Standard 42U Rack,42U Main Rack - BS-Agency1-MDF1
BS-Agency1-MDF1-R02,BS-Agency1,BS-Agency1-MDF1,active,Standard 22U Rack,22U Secondary Rack - BS-Agency1-MDF1
BS-Agency1-MDF2-R01,BS-Agency1,BS-Agency1-MDF2,active,Standard 42U Rack,42U Main Rack - BS-Agency1-MDF2
BS-Agency1-MDF2-R02,BS-Agency1,BS-Agency1-MDF2,active,Standard 22U Rack,22U Secondary Rack - BS-Agency1-MDF2
BS-Agency2-MDF1-R01,BS-Agency2,BS-Agency2-MDF1,active,Standard 42U Rack,42U Main Rack - BS-Agency2-MDF1
BS-Agency2-MDF1-R02,BS-Agency2,BS-Agency2-MDF1,active,Standard 22U Rack,22U Secondary Rack - BS-Agency2-MDF1
BS-Agency2-MDF2-R01,BS-Agency2,BS-Agency2-MDF2,active,Standard 42U Rack,42U Main Rack - BS-Agency2-MDF2
BS-Agency2-MDF2-R02,BS-Agency2,BS-Agency2-MDF2,active,Standard 22U Rack,22U Secondary Rack - BS-Agency2-MDF2
TT-Agency1-MDF1-R01,TT-Agency1,TT-Agency1-MDF1,active,Standard 42U Rack,42U Main Rack - TT-Agency1-MDF1
TT-Agency1-MDF1-R02,TT-Agency1,TT-Agency1-MDF1,active,Standard 22U Rack,22U Secondary Rack - TT-Agency1-MDF1
TT-Agency1-MDF2-R01,TT-Agency1,TT-Agency1-MDF2,active,Standard 42U Rack,42U Main Rack - TT-Agency1-MDF2
TT-Agency1-MDF2-R02,TT-Agency1,TT-Agency1-MDF2,active,Standard 22U Rack,22U Secondary Rack - TT-Agency1-MDF2
TT-Agency2-MDF1-R01,TT-Agency2,TT-Agency2-MDF1,active,Standard 42U Rack,42U Main Rack - TT-Agency2-MDF1
TT-Agency2-MDF1-R02,TT-Agency2,TT-Agency2-MDF1,active,Standard 22U Rack,22U Secondary Rack - TT-Agency2-MDF1
TT-Agency2-MDF2-R01,TT-Agency2,TT-Agency2-MDF2,active,Standard 42U Rack,42U Main Rack - TT-Agency2-MDF2
TT-Agency2-MDF2-R02,TT-Agency2,TT-Agency2-MDF2,active,Standard 22U Rack,22U Secondary Rack - TT-Agency2-MDF2
BB-Agency1-MDF1-R01,BB-Agency1,BB-Agency1-MDF1,active,Standard 42U Rack,42U Main Rack - BB-Agency1-MDF1
BB-Agency1-MDF1-R02,BB-Agency1,BB-Agency1-MDF1,active,Standard 22U Rack,22U Secondary Rack - BB-Agency1-MDF1
BB-Agency1-MDF2-R01,BB-Agency1,BB-Agency1-MDF2,active,Standard 42U Rack,42U Main Rack - BB-Agency1-MDF2
BB-Agency1-MDF2-R02,BB-Agency1,BB-Agency1-MDF2,active,Standard 22U Rack,22U Secondary Rack - BB-Agency1-MDF2
BB-Agency2-MDF1-R01,BB-Agency2,BB-Agency2-MDF1,active,Standard 42U Rack,42U Main Rack - BB-Agency2-MDF1
BB-Agency2-MDF1-R02,BB-Agency2,BB-Agency2-MDF1,active,Standard 22U Rack,22U Secondary Rack - BB-Agency2-MDF1
BB-Agency2-MDF2-R01,BB-Agency2,BB-Agency2-MDF2,active,Standard 42U Rack,42U Main Rack - BB-Agency2-MDF2
BB-Agency2-MDF2-R02,BB-Agency2,BB-Agency2-MDF2,active,Standard 22U Rack,22U Secondary Rack - BB-Agency2-MDF2
LC-Agency1-MDF1-R01,LC-Agency1,LC-Agency1-MDF1,active,Standard 42U Rack,42U Main Rack - LC-Agency1-MDF1
LC-Agency1-MDF1-R02,LC-Agency1,LC-Agency1-MDF1,active,Standard 22U Rack,22U Secondary Rack - LC-Agency1-MDF1
LC-Agency1-MDF2-R01,LC-Agency1,LC-Agency1-MDF2,active,Standard 42U Rack,42U Main Rack - LC-Agency1-MDF2
LC-Agency1-MDF2-R02,LC-Agency1,LC-Agency1-MDF2,active,Standard 22U Rack,22U Secondary Rack - LC-Agency1-MDF2
LC-Agency2-MDF1-R01,LC-Agency2,LC-Agency2-MDF1,active,Standard 42U Rack,42U Main Rack - LC-Agency2-MDF1
LC-Agency2-MDF1-R02,LC-Agency2,LC-Agency2-MDF1,active,Standard 22U Rack,22U Secondary Rack - LC-Agency2-MDF1
LC-Agency2-MDF2-R01,LC-Agency2,LC-Agency2-MDF2,active,Standard 42U Rack,42U Main Rack - LC-Agency2-MDF2
LC-Agency2-MDF2-R02,LC-Agency2,LC-Agency2-MDF2,active,Standard 22U Rack,22U Secondary Rack - LC-Agency2-MDF2
GD-Agency1-MDF1-R01,GD-Agency1,GD-Agency1-MDF1,active,Standard 42U Rack,42U Main Rack - GD-Agency1-MDF1
GD-Agency1-MDF1-R02,GD-Agency1,GD-Agency1-MDF1,active,Standard 22U Rack,22U Secondary Rack - GD-Agency1-MDF1
GD-Agency1-MDF2-R01,GD-Agency1,GD-Agency1-MDF2,active,Standard 42U Rack,42U Main Rack - GD-Agency1-MDF2
GD-Agency1-MDF2-R02,GD-Agency1,GD-Agency1-MDF2,active,Standard 22U Rack,22U Secondary Rack - GD-Agency1-MDF2
GD-Agency2-MDF1-R01,GD-Agency2,GD-Agency2-MDF1,active,Standard 42U Rack,42U Main Rack - GD-Agency2-MDF1
GD-Agency2-MDF1-R02,GD-Agency2,GD-Agency2-MDF1,active,Standard 22U Rack,22U Secondary Rack - GD-Agency2-MDF1
GD-Agency2-MDF2-R01,GD-Agency2,GD-Agency2-MDF2,active,Standard 42U Rack,42U Main Rack - GD-Agency2-MDF2
GD-Agency2-MDF2-R02,GD-Agency2,GD-Agency2-MDF2,active,Standard 22U Rack,22U Secondary Rack - GD-Agency2-MDF2
VC-Agency1-MDF1-R01,VC-Agency1,VC-Agency1-MDF1,active,Standard 42U Rack,42U Main Rack - VC-Agency1-MDF1
VC-Agency1-MDF1-R02,VC-Agency1,VC-Agency1-MDF1,active,Standard 22U Rack,22U Secondary Rack - VC-Agency1-MDF1
VC-Agency1-MDF2-R01,VC-Agency1,VC-Agency1-MDF2,active,Standard 42U Rack,42U Main Rack - VC-Agency1-MDF2
VC-Agency1-MDF2-R02,VC-Agency1,VC-Agency1-MDF2,active,Standard 22U Rack,22U Secondary Rack - VC-Agency1-MDF2
VC-Agency2-MDF1-R01,VC-Agency2,VC-Agency2-MDF1,active,Standard 42U Rack,42U Main Rack - VC-Agency2-MDF1
VC-Agency2-MDF1-R02,VC-Agency2,VC-Agency2-MDF1,active,Standard 22U Rack,22U Secondary Rack - VC-Agency2-MDF1
VC-Agency2-MDF2-R01,VC-Agency2,VC-Agency2-MDF2,active,Standard 42U Rack,42U Main Rack - VC-Agency2-MDF2
VC-Agency2-MDF2-R02,VC-Agency2,VC-Agency2-MDF2,active,Standard 22U Rack,22U Secondary Rack - VC-Agency2-MDF2
AG-Agency1-MDF1-R01,AG-Agency1,AG-Agency1-MDF1,active,Standard 42U Rack,42U Main Rack - AG-Agency1-MDF1
AG-Agency1-MDF1-R02,AG-Agency1,AG-Agency1-MDF1,active,Standard 22U Rack,22U Secondary Rack - AG-Agency1-MDF1
AG-Agency1-MDF2-R01,AG-Agency1,AG-Agency1-MDF2,active,Standard 42U Rack,42U Main Rack - AG-Agency1-MDF2
AG-Agency1-MDF2-R02,AG-Agency1,AG-Agency1-MDF2,active,Standard 22U Rack,22U Secondary Rack - AG-Agency1-MDF2
AG-Agency2-MDF1-R01,AG-Agency2,AG-Agency2-MDF1,active,Standard 42U Rack,42U Main Rack - AG-Agency2-MDF1
AG-Agency2-MDF1-R02,AG-Agency2,AG-Agency2-MDF1,active,Standard 22U Rack,22U Secondary Rack - AG-Agency2-MDF1
AG-Agency2-MDF2-R01,AG-Agency2,AG-Agency2-MDF2,active,Standard 42U Rack,42U Main Rack - AG-Agency2-MDF2
AG-Agency2-MDF2-R02,AG-Agency2,AG-Agency2-MDF2,active,Standard 22U Rack,22U Secondary Rack - AG-Agency2-MDF2
DM-Agency1-MDF1-R01,DM-Agency1,DM-Agency1-MDF1,active,Standard 42U Rack,42U Main Rack - DM-Agency1-MDF1
DM-Agency1-MDF1-R02,DM-Agency1,DM-Agency1-MDF1,active,Standard 22U Rack,22U Secondary Rack - DM-Agency1-MDF1
DM-Agency1-MDF2-R01,DM-Agency1,DM-Agency1-MDF2,active,Standard 42U Rack,42U Main Rack - DM-Agency1-MDF2
DM-Agency1-MDF2-R02,DM-Agency1,DM-Agency1-MDF2,active,Standard 22U Rack,22U Secondary Rack - DM-Agency1-MDF2
DM-Agency2-MDF1-R01,DM-Agency2,DM-Agency2-MDF1,active,Standard 42U Rack,42U Main Rack - DM-Agency2-MDF1
DM-Agency2-MDF1-R02,DM-Agency2,DM-Agency2-MDF1,active,Standard 22U Rack,22U Secondary Rack - DM-Agency2-MDF1
DM-Agency2-MDF2-R01,DM-Agency2,DM-Agency2-MDF2,active,Standard 42U Rack,42U Main Rack - DM-Agency2-MDF2
DM-Agency2-MDF2-R02,DM-Agency2,DM-Agency2-MDF2,active,Standard 22U Rack,22U Secondary Rack - DM-Agency2-MDF2
KN-Agency1-MDF1-R01,KN-Agency1,KN-Agency1-MDF1,active,Standard 42U Rack,42U Main Rack - KN-Agency1-MDF1
KN-Agency1-MDF1-R02,KN-Agency1,KN-Agency1-MDF1,active,Standard 22U Rack,22U Secondary Rack - KN-Agency1-MDF1
KN-Agency1-MDF2-R01,KN-Agency1,KN-Agency1-MDF2,active,Standard 42U Rack,42U Main Rack - KN-Agency1-MDF2
KN-Agency1-MDF2-R02,KN-Agency1,KN-Agency1-MDF2,active,Standard 22U Rack,22U Secondary Rack - KN-Agency1-MDF2
KN-Agency2-MDF1-R01,KN-Agency2,KN-Agency2-MDF1,active,Standard 42U Rack,42U Main Rack - KN-Agency2-MDF1
KN-Agency2-MDF1-R02,KN-Agency2,KN-Agency2-MDF1,active,Standard 22U Rack,22U Secondary Rack - KN-Agency2-MDF1
KN-Agency2-MDF2-R01,KN-Agency2,KN-Agency2-MDF2,active,Standard 42U Rack,42U Main Rack - KN-Agency2-MDF2
KN-Agency2-MDF2-R02,KN-Agency2,KN-Agency2-MDF2,active,Standard 22U Rack,22U Secondary Rack - KN-Agency2-MDF2
AW-Agency1-MDF1-R01,AW-Agency1,AW-Agency1-MDF1,active,Standard 42U Rack,42U Main Rack - AW-Agency1-MDF1
AW-Agency1-MDF1-R02,AW-Agency1,AW-Agency1-MDF1,active,Standard 22U Rack,22U Secondary Rack - AW-Agency1-MDF1
AW-Agency1-MDF2-R01,AW-Agency1,AW-Agency1-MDF2,active,Standard 42U Rack,42U Main Rack - AW-Agency1-MDF2
AW-Agency1-MDF2-R02,AW-Agency1,AW-Agency1-MDF2,active,Standard 22U Rack,22U Secondary Rack - AW-Agency1-MDF2
