label,type,status,a_termination_type,a_termination,b_termination_type,b_termination,length,length_unit,description
EMEA-DC-CLOUD-EC-00055,smf,connected,dcim.interface,EMEA-DC-CLOUD-CORE-SW02:Ethernet1/7,dcim.interface,EMEA-DC-CLOUD-NET-R02-FPP01:Port-7,,,Equipment cable: EMEA-DC-CLOUD-CORE-SW02 to patch panel
EMEA-DC-CLOUD-EC-00056,smf,connected,dcim.interface,EMEA-DC-CLOUD-CORE-SW02:Ethernet1/8,dcim.interface,EMEA-DC-CLOUD-NET-R02-FPP01:Port-8,,,Equipment cable: EMEA-DC-CLOUD-CORE-SW02 to patch panel
EMEA-DC-CLOUD-EC-00057,smf,connected,dcim.interface,EMEA-DC-CLOUD-CORE-SW02:Ethernet1/9,dcim.interface,EMEA-DC-CLOUD-NET-R02-FPP01:Port-9,,,Equipment cable: EMEA-DC-CLOUD-CORE-SW02 to patch panel
EMEA-DC-CLOUD-EC-00058,smf,connected,dcim.interface,EMEA-DC-CLOUD-CORE-SW02:Ethernet1/10,dcim.interface,EMEA-DC-CLOUD-NET-R02-FPP01:Port-10,,,Equipment cable: EMEA-DC-CLOUD-CORE-SW02 to patch panel
EMEA-DC-CLOUD-EC-00059,smf,connected,dcim.interface,EMEA-DC-CLOUD-CORE-SW02:Ethernet1/11,dcim.interface,EMEA-DC-CLOUD-NET-R02-FPP01:Port-11,,,Equipment cable: EMEA-DC-CLOUD-CORE-SW02 to patch panel
EMEA-DC-CLOUD-EC-00060,smf,connected,dcim.interface,EMEA-DC-CLOUD-CORE-SW02:Ethernet1/12,dcim.interface,EMEA-DC-CLOUD-NET-R02-FPP01:Port-12,,,Equipment cable: EMEA-DC-CLOUD-CORE-SW02 to patch panel
EMEA-DC-CLOUD-EC-00061,smf,connected,dcim.interface,EMEA-DC-CLOUD-CORE-SW02:Ethernet1/13,dcim.interface,EMEA-DC-CLOUD-NET-R02-FPP01:Port-13,,,Equipment cable: EMEA-DC-CLOUD-CORE-SW02 to patch panel
EMEA-DC-CLOUD-EC-00062,smf,connected,dcim.interface,EMEA-DC-CLOUD-CORE-SW02:Ethernet1/14,dcim.interface,EMEA-DC-CLOUD-NET-R02-FPP01:Port-14,,,Equipment cable: EMEA-DC-CLOUD-CORE-SW02 to patch panel
EMEA-DC-CLOUD-EC-00063,smf,connected,dcim.interface,EMEA-DC-CLOUD-CORE-SW02:Ethernet1/15,dcim.interface,EMEA-DC-CLOUD-NET-R02-FPP01:Port-15,,,Equipment cable: EMEA-DC-CLOUD-CORE-SW02 to patch panel
EMEA-DC-CLOUD-EC-00064,smf,connected,dcim.interface,EMEA-DC-CLOUD-CORE-SW02:Ethernet1/16,dcim.interface,EMEA-DC-CLOUD-NET-R02-FPP01:Port-16,,,Equipment cable: EMEA-DC-CLOUD-CORE-SW02 to patch panel
EMEA-DC-CLOUD-EC-00065,smf,connected,dcim.interface,EMEA-DC-CLOUD-CORE-SW02:Ethernet1/17,dcim.interface,EMEA-DC-CLOUD-NET-R02-FPP01:Port-17,,,Equipment cable: EMEA-DC-CLOUD-CORE-SW02 to patch panel
EMEA-DC-CLOUD-EC-00066,smf,connected,dcim.interface,EMEA-DC-CLOUD-CORE-SW02:Ethernet1/18,dcim.interface,EMEA-DC-CLOUD-NET-R02-FPP01:Port-18,,,Equipment cable: EMEA-DC-CLOUD-CORE-SW02 to patch panel
EMEA-DC-CLOUD-EC-00067,smf,connected,dcim.interface,EMEA-DC-CLOUD-CORE-SW02:Ethernet1/19,dcim.interface,EMEA-DC-CLOUD-NET-R02-FPP01:Port-19,,,Equipment cable: EMEA-DC-CLOUD-CORE-SW02 to patch panel
EMEA-DC-CLOUD-EC-00068,smf,connected,dcim.interface,EMEA-DC-CLOUD-CORE-SW02:Ethernet1/20,dcim.interface,EMEA-DC-CLOUD-NET-R02-FPP01:Port-20,,,Equipment cable: EMEA-DC-CLOUD-CORE-SW02 to patch panel
EMEA-DC-CLOUD-EC-00069,smf,connected,dcim.interface,EMEA-DC-CLOUD-CORE-SW02:Ethernet1/21,dcim.interface,EMEA-DC-CLOUD-NET-R02-FPP01:Port-21,,,Equipment cable: EMEA-DC-CLOUD-CORE-SW02 to patch panel
EMEA-DC-CLOUD-EC-00070,smf,connected,dcim.interface,EMEA-DC-CLOUD-CORE-SW02:Ethernet1/22,dcim.interface,EMEA-DC-CLOUD-NET-R02-FPP01:Port-22,,,Equipment cable: EMEA-DC-CLOUD-CORE-SW02 to patch panel
EMEA-DC-CLOUD-EC-00071,smf,connected,dcim.interface,EMEA-DC-CLOUD-CORE-SW02:Ethernet1/23,dcim.interface,EMEA-DC-CLOUD-NET-R02-FPP01:Port-23,,,Equipment cable: EMEA-DC-CLOUD-CORE-SW02 to patch panel
EMEA-DC-CLOUD-EC-00072,smf,connected,dcim.interface,EMEA-DC-CLOUD-CORE-SW02:Ethernet1/24,dcim.interface,EMEA-DC-CLOUD-NET-R02-FPP01:Port-24,,,Equipment cable: EMEA-DC-CLOUD-CORE-SW02 to patch panel
EMEA-DC-CLOUD-EC-00073,smf,connected,dcim.interface,EMEA-DC-CLOUD-CORE-SW02:Ethernet1/25,dcim.interface,EMEA-DC-CLOUD-NET-R02-FPP01:Port-25,,,Equipment cable: EMEA-DC-CLOUD-CORE-SW02 to patch panel
EMEA-DC-CLOUD-EC-00074,smf,connected,dcim.interface,EMEA-DC-CLOUD-CORE-SW02:Ethernet1/26,dcim.interface,EMEA-DC-CLOUD-NET-R02-FPP01:Port-26,,,Equipment cable: EMEA-DC-CLOUD-CORE-SW02 to patch panel
EMEA-DC-CLOUD-EC-00075,smf,connected,dcim.interface,EMEA-DC-CLOUD-CORE-SW02:Ethernet1/27,dcim.interface,EMEA-DC-CLOUD-NET-R02-FPP01:Port-27,,,Equipment cable: EMEA-DC-CLOUD-CORE-SW02 to patch panel
EMEA-DC-CLOUD-EC-00076,smf,connected,dcim.interface,EMEA-DC-CLOUD-CORE-SW02:Ethernet1/28,dcim.interface,EMEA-DC-CLOUD-NET-R02-FPP01:Port-28,,,Equipment cable: EMEA-DC-CLOUD-CORE-SW02 to patch panel
EMEA-DC-CLOUD-EC-00077,smf,connected,dcim.interface,EMEA-DC-CLOUD-CORE-SW02:Ethernet1/29,dcim.interface,EMEA-DC-CLOUD-NET-R02-FPP01:Port-29,,,Equipment cable: EMEA-DC-CLOUD-CORE-SW02 to patch panel
EMEA-DC-CLOUD-EC-00078,smf,connected,dcim.interface,EMEA-DC-CLOUD-CORE-SW02:Ethernet1/30,dcim.interface,EMEA-DC-CLOUD-NET-R02-FPP01:Port-30,,,Equipment cable: EMEA-DC-CLOUD-CORE-SW02 to patch panel
EMEA-DC-CLOUD-EC-00079,smf,connected,dcim.interface,EMEA-DC-CLOUD-CORE-SW02:Ethernet1/31,dcim.interface,EMEA-DC-CLOUD-NET-R02-FPP01:Port-31,,,Equipment cable: EMEA-DC-CLOUD-CORE-SW02 to patch panel
EMEA-DC-CLOUD-EC-00080,smf,connected,dcim.interface,EMEA-DC-CLOUD-CORE-SW02:Ethernet1/32,dcim.interface,EMEA-DC-CLOUD-NET-R02-FPP01:Port-32,,,Equipment cable: EMEA-DC-CLOUD-CORE-SW02 to patch panel
EMEA-DC-CLOUD-EC-00081,smf,connected,dcim.interface,EMEA-DC-CLOUD-CORE-SW02:Ethernet1/33,dcim.interface,EMEA-DC-CLOUD-NET-R02-FPP01:Port-33,,,Equipment cable: EMEA-DC-CLOUD-CORE-SW02 to patch panel
EMEA-DC-CLOUD-EC-00082,smf,connected,dcim.interface,EMEA-DC-CLOUD-CORE-SW02:Ethernet1/34,dcim.interface,EMEA-DC-CLOUD-NET-R02-FPP01:Port-34,,,Equipment cable: EMEA-DC-CLOUD-CORE-SW02 to patch panel
EMEA-DC-CLOUD-EC-00083,smf,connected,dcim.interface,EMEA-DC-CLOUD-CORE-SW02:Ethernet1/35,dcim.interface,EMEA-DC-CLOUD-NET-R02-FPP01:Port-35,,,Equipment cable: EMEA-DC-CLOUD-CORE-SW02 to patch panel
EMEA-DC-CLOUD-EC-00084,smf,connected,dcim.interface,EMEA-DC-CLOUD-CORE-SW02:Ethernet1/36,dcim.interface,EMEA-DC-CLOUD-NET-R02-FPP01:Port-36,,,Equipment cable: EMEA-DC-CLOUD-CORE-SW02 to patch panel
EMEA-DC-CLOUD-EC-00085,smf,connected,dcim.interface,EMEA-DC-CLOUD-CORE-SW02:Ethernet1/37,dcim.interface,EMEA-DC-CLOUD-NET-R02-FPP01:Port-37,,,Equipment cable: EMEA-DC-CLOUD-CORE-SW02 to patch panel
EMEA-DC-CLOUD-EC-00086,smf,connected,dcim.interface,EMEA-DC-CLOUD-CORE-SW02:Ethernet1/38,dcim.interface,EMEA-DC-CLOUD-NET-R02-FPP01:Port-38,,,Equipment cable: EMEA-DC-CLOUD-CORE-SW02 to patch panel
EMEA-DC-CLOUD-EC-00087,smf,connected,dcim.interface,EMEA-DC-CLOUD-CORE-SW02:Ethernet1/39,dcim.interface,EMEA-DC-CLOUD-NET-R02-FPP01:Port-39,,,Equipment cable: EMEA-DC-CLOUD-CORE-SW02 to patch panel
EMEA-DC-CLOUD-EC-00088,smf,connected,dcim.interface,EMEA-DC-CLOUD-CORE-SW02:Ethernet1/40,dcim.interface,EMEA-DC-CLOUD-NET-R02-FPP01:Port-40,,,Equipment cable: EMEA-DC-CLOUD-CORE-SW02 to patch panel
EMEA-DC-CLOUD-EC-00089,smf,connected,dcim.interface,EMEA-DC-CLOUD-CORE-SW02:Ethernet1/41,dcim.interface,EMEA-DC-CLOUD-NET-R02-FPP01:Port-41,,,Equipment cable: EMEA-DC-CLOUD-CORE-SW02 to patch panel
EMEA-DC-CLOUD-EC-00090,smf,connected,dcim.interface,EMEA-DC-CLOUD-CORE-SW02:Ethernet1/42,dcim.interface,EMEA-DC-CLOUD-NET-R02-FPP01:Port-42,,,Equipment cable: EMEA-DC-CLOUD-CORE-SW02 to patch panel
EMEA-DC-CLOUD-EC-00091,smf,connected,dcim.interface,EMEA-DC-CLOUD-CORE-SW02:Ethernet1/43,dcim.interface,EMEA-DC-CLOUD-NET-R02-FPP01:Port-43,,,Equipment cable: EMEA-DC-CLOUD-CORE-SW02 to patch panel
EMEA-DC-CLOUD-EC-00092,smf,connected,dcim.interface,EMEA-DC-CLOUD-CORE-SW02:Ethernet1/44,dcim.interface,EMEA-DC-CLOUD-NET-R02-FPP01:Port-44,,,Equipment cable: EMEA-DC-CLOUD-CORE-SW02 to patch panel
EMEA-DC-CLOUD-EC-00093,smf,connected,dcim.interface,EMEA-DC-CLOUD-CORE-SW02:Ethernet1/45,dcim.interface,EMEA-DC-CLOUD-NET-R02-FPP01:Port-45,,,Equipment cable: EMEA-DC-CLOUD-CORE-SW02 to patch panel
EMEA-DC-CLOUD-EC-00094,smf,connected,dcim.interface,EMEA-DC-CLOUD-CORE-SW02:Ethernet1/46,dcim.interface,EMEA-DC-CLOUD-NET-R02-FPP01:Port-46,,,Equipment cable: EMEA-DC-CLOUD-CORE-SW02 to patch panel
EMEA-DC-CLOUD-EC-00095,smf,connected,dcim.interface,EMEA-DC-CLOUD-CORE-SW02:Ethernet1/47,dcim.interface,EMEA-DC-CLOUD-NET-R02-FPP01:Port-47,,,Equipment cable: EMEA-DC-CLOUD-CORE-SW02 to patch panel
EMEA-DC-CLOUD-EC-00096,smf,connected,dcim.interface,EMEA-DC-CLOUD-CORE-SW02:Ethernet1/48,dcim.interface,EMEA-DC-CLOUD-NET-R02-FPP01:Port-48,,,Equipment cable: EMEA-DC-CLOUD-CORE-SW02 to patch panel
EMEA-DC-CLOUD-EC-00097,smf,connected,dcim.interface,EMEA-DC-CLOUD-DIST-SW01:Ethernet1/1,dcim.interface,EMEA-DC-CLOUD-NET-R03-FPP01:Port-1,,,Equipment cable: EMEA-DC-CLOUD-DIST-SW01 to patch panel
EMEA-DC-CLOUD-EC-00098,smf,connected,dcim.interface,EMEA-DC-CLOUD-DIST-SW01:Ethernet1/2,dcim.interface,EMEA-DC-CLOUD-NET-R03-FPP01:Port-2,,,Equipment cable: EMEA-DC-CLOUD-DIST-SW01 to patch panel
EMEA-DC-CLOUD-EC-00099,smf,connected,dcim.interface,EMEA-DC-CLOUD-DIST-SW01:Ethernet1/3,dcim.interface,EMEA-DC-CLOUD-NET-R03-FPP01:Port-3,,,Equipment cable: EMEA-DC-CLOUD-DIST-SW01 to patch panel
EMEA-DC-CLOUD-EC-00100,smf,connected,dcim.interface,EMEA-DC-CLOUD-DIST-SW01:Ethernet1/4,dcim.interface,EMEA-DC-CLOUD-NET-R03-FPP01:Port-4,,,Equipment cable: EMEA-DC-CLOUD-DIST-SW01 to patch panel
