circuit,term_side,termination_type,termination_id,port_speed,upstream_speed,description
SG-Agency2-BKP-001,A,dcim.site,222,500000,500000,Backup circuit termination at SG-Agency2
MY-Agency1-PRI-001,A,dcim.site,223,1000000,1000000,Primary circuit termination at MY-Agency1
MY-Agency1-BKP-001,A,dcim.site,223,500000,500000,Backup circuit termination at MY-Agency1
MY-Agency2-PRI-001,A,dcim.site,224,1000000,1000000,Primary circuit termination at MY-Agency2
MY-Agency2-BKP-001,A,dcim.site,224,500000,500000,Backup circuit termination at MY-Agency2
TH-Agency1-PRI-001,A,dcim.site,225,1000000,1000000,Primary circuit termination at TH-Agency1
TH-Agency1-BKP-001,A,dcim.site,225,500000,500000,Backup circuit termination at TH-Agency1
TH-Agency2-PRI-001,A,dcim.site,226,1000000,1000000,Primary circuit termination at TH-Agency2
TH-Agency2-BKP-001,A,dcim.site,226,500000,500000,Backup circuit termination at TH-Agency2
ID-Agency1-PRI-001,A,dcim.site,227,1000000,1000000,Primary circuit termination at ID-Agency1
ID-Agency1-BKP-001,A,dcim.site,227,500000,500000,Backup circuit termination at ID-Agency1
ID-Agency2-PRI-001,A,dcim.site,228,1000000,1000000,Primary circuit termination at ID-Agency2
ID-Agency2-BKP-001,A,dcim.site,228,500000,500000,Backup circuit termination at ID-Agency2
VN-Agency1-PRI-001,A,dcim.site,229,1000000,1000000,Primary circuit termination at VN-Agency1
VN-Agency1-BKP-001,A,dcim.site,229,500000,500000,Backup circuit termination at VN-Agency1
VN-Agency2-PRI-001,A,dcim.site,230,1000000,1000000,Primary circuit termination at VN-Agency2
VN-Agency2-BKP-001,A,dcim.site,230,500000,500000,Backup circuit termination at VN-Agency2
PH-Agency1-PRI-001,A,dcim.site,231,1000000,1000000,Primary circuit termination at PH-Agency1
PH-Agency1-BKP-001,A,dcim.site,231,500000,500000,Backup circuit termination at PH-Agency1
PH-Agency2-PRI-001,A,dcim.site,232,1000000,1000000,Primary circuit termination at PH-Agency2
PH-Agency2-BKP-001,A,dcim.site,232,500000,500000,Backup circuit termination at PH-Agency2
MM-Agency1-PRI-001,A,dcim.site,233,1000000,1000000,Primary circuit termination at MM-Agency1
MM-Agency1-BKP-001,A,dcim.site,233,500000,500000,Backup circuit termination at MM-Agency1
MM-Agency2-PRI-001,A,dcim.site,234,1000000,1000000,Primary circuit termination at MM-Agency2
MM-Agency2-BKP-001,A,dcim.site,234,500000,500000,Backup circuit termination at MM-Agency2
KH-Agency1-PRI-001,A,dcim.site,235,1000000,1000000,Primary circuit termination at KH-Agency1
KH-Agency1-BKP-001,A,dcim.site,235,500000,500000,Backup circuit termination at KH-Agency1
KH-Agency2-PRI-001,A,dcim.site,236,1000000,1000000,Primary circuit termination at KH-Agency2
KH-Agency2-BKP-001,A,dcim.site,236,500000,500000,Backup circuit termination at KH-Agency2
LA-Agency1-PRI-001,A,dcim.site,237,1000000,1000000,Primary circuit termination at LA-Agency1
LA-Agency1-BKP-001,A,dcim.site,237,500000,500000,Backup circuit termination at LA-Agency1
LA-Agency2-PRI-001,A,dcim.site,238,1000000,1000000,Primary circuit termination at LA-Agency2
LA-Agency2-BKP-001,A,dcim.site,238,500000,500000,Backup circuit termination at LA-Agency2
BN-Agency1-PRI-001,A,dcim.site,239,1000000,1000000,Primary circuit termination at BN-Agency1
BN-Agency1-BKP-001,A,dcim.site,239,500000,500000,Backup circuit termination at BN-Agency1
BN-Agency2-PRI-001,A,dcim.site,240,1000000,1000000,Primary circuit termination at BN-Agency2
BN-Agency2-BKP-001,A,dcim.site,240,500000,500000,Backup circuit termination at BN-Agency2
TL-Agency1-PRI-001,A,dcim.site,241,1000000,1000000,Primary circuit termination at TL-Agency1
TL-Agency1-BKP-001,A,dcim.site,241,500000,500000,Backup circuit termination at TL-Agency1
TL-Agency2-PRI-001,A,dcim.site,242,1000000,1000000,Primary circuit termination at TL-Agency2
TL-Agency2-BKP-001,A,dcim.site,242,500000,500000,Backup circuit termination at TL-Agency2
IN-Agency1-PRI-001,A,dcim.site,243,1000000,1000000,Primary circuit termination at IN-Agency1
IN-Agency1-BKP-001,A,dcim.site,243,500000,500000,Backup circuit termination at IN-Agency1
IN-Agency2-PRI-001,A,dcim.site,244,1000000,1000000,Primary circuit termination at IN-Agency2
IN-Agency2-BKP-001,A,dcim.site,244,500000,500000,Backup circuit termination at IN-Agency2
PK-Agency1-PRI-001,A,dcim.site,245,1000000,1000000,Primary circuit termination at PK-Agency1
PK-Agency1-BKP-001,A,dcim.site,245,500000,500000,Backup circuit termination at PK-Agency1
PK-Agency2-PRI-001,A,dcim.site,246,1000000,1000000,Primary circuit termination at PK-Agency2
PK-Agency2-BKP-001,A,dcim.site,246,500000,500000,Backup circuit termination at PK-Agency2
BD-Agency1-PRI-001,A,dcim.site,247,1000000,1000000,Primary circuit termination at BD-Agency1
BD-Agency1-BKP-001,A,dcim.site,247,500000,500000,Backup circuit termination at BD-Agency1
BD-Agency2-PRI-001,A,dcim.site,248,1000000,1000000,Primary circuit termination at BD-Agency2
BD-Agency2-BKP-001,A,dcim.site,248,500000,500000,Backup circuit termination at BD-Agency2
LK-Agency1-PRI-001,A,dcim.site,249,1000000,1000000,Primary circuit termination at LK-Agency1
LK-Agency1-BKP-001,A,dcim.site,249,500000,500000,Backup circuit termination at LK-Agency1
LK-Agency2-PRI-001,A,dcim.site,250,1000000,1000000,Primary circuit termination at LK-Agency2
LK-Agency2-BKP-001,A,dcim.site,250,500000,500000,Backup circuit termination at LK-Agency2
NP-Agency1-PRI-001,A,dcim.site,251,1000000,1000000,Primary circuit termination at NP-Agency1
NP-Agency1-BKP-001,A,dcim.site,251,500000,500000,Backup circuit termination at NP-Agency1
NP-Agency2-PRI-001,A,dcim.site,252,1000000,1000000,Primary circuit termination at NP-Agency2
NP-Agency2-BKP-001,A,dcim.site,252,500000,500000,Backup circuit termination at NP-Agency2
BT-Agency1-PRI-001,A,dcim.site,253,1000000,1000000,Primary circuit termination at BT-Agency1
BT-Agency1-BKP-001,A,dcim.site,253,500000,500000,Backup circuit termination at BT-Agency1
BT-Agency2-PRI-001,A,dcim.site,254,1000000,1000000,Primary circuit termination at BT-Agency2
BT-Agency2-BKP-001,A,dcim.site,254,500000,500000,Backup circuit termination at BT-Agency2
MV-Agency1-PRI-001,A,dcim.site,255,1000000,1000000,Primary circuit termination at MV-Agency1
MV-Agency1-BKP-001,A,dcim.site,255,500000,500000,Backup circuit termination at MV-Agency1
MV-Agency2-PRI-001,A,dcim.site,256,1000000,1000000,Primary circuit termination at MV-Agency2
MV-Agency2-BKP-001,A,dcim.site,256,500000,500000,Backup circuit termination at MV-Agency2
AF-Agency1-PRI-001,A,dcim.site,257,1000000,1000000,Primary circuit termination at AF-Agency1
AF-Agency1-BKP-001,A,dcim.site,257,500000,500000,Backup circuit termination at AF-Agency1
AF-Agency2-PRI-001,A,dcim.site,258,1000000,1000000,Primary circuit termination at AF-Agency2
AF-Agency2-BKP-001,A,dcim.site,258,500000,500000,Backup circuit termination at AF-Agency2
AU-Agency1-PRI-001,A,dcim.site,259,1000000,1000000,Primary circuit termination at AU-Agency1
AU-Agency1-BKP-001,A,dcim.site,259,500000,500000,Backup circuit termination at AU-Agency1
AU-Agency2-PRI-001,A,dcim.site,260,1000000,1000000,Primary circuit termination at AU-Agency2
AU-Agency2-BKP-001,A,dcim.site,260,500000,500000,Backup circuit termination at AU-Agency2
NZ-Agency1-PRI-001,A,dcim.site,261,1000000,1000000,Primary circuit termination at NZ-Agency1
NZ-Agency1-BKP-001,A,dcim.site,261,500000,500000,Backup circuit termination at NZ-Agency1
NZ-Agency2-PRI-001,A,dcim.site,262,1000000,1000000,Primary circuit termination at NZ-Agency2
NZ-Agency2-BKP-001,A,dcim.site,262,500000,500000,Backup circuit termination at NZ-Agency2
PG-Agency1-PRI-001,A,dcim.site,263,1000000,1000000,Primary circuit termination at PG-Agency1
PG-Agency1-BKP-001,A,dcim.site,263,500000,500000,Backup circuit termination at PG-Agency1
PG-Agency2-PRI-001,A,dcim.site,264,1000000,1000000,Primary circuit termination at PG-Agency2
PG-Agency2-BKP-001,A,dcim.site,264,500000,500000,Backup circuit termination at PG-Agency2
FJ-Agency1-PRI-001,A,dcim.site,265,1000000,1000000,Primary circuit termination at FJ-Agency1
FJ-Agency1-BKP-001,A,dcim.site,265,500000,500000,Backup circuit termination at FJ-Agency1
FJ-Agency2-PRI-001,A,dcim.site,266,1000000,1000000,Primary circuit termination at FJ-Agency2
FJ-Agency2-BKP-001,A,dcim.site,266,500000,500000,Backup circuit termination at FJ-Agency2
WS-Agency1-PRI-001,A,dcim.site,267,1000000,1000000,Primary circuit termination at WS-Agency1
WS-Agency1-BKP-001,A,dcim.site,267,500000,500000,Backup circuit termination at WS-Agency1
WS-Agency2-PRI-001,A,dcim.site,268,1000000,1000000,Primary circuit termination at WS-Agency2
WS-Agency2-BKP-001,A,dcim.site,268,500000,500000,Backup circuit termination at WS-Agency2
TO-Agency1-PRI-001,A,dcim.site,269,1000000,1000000,Primary circuit termination at TO-Agency1
TO-Agency1-BKP-001,A,dcim.site,269,500000,500000,Backup circuit termination at TO-Agency1
TO-Agency2-PRI-001,A,dcim.site,270,1000000,1000000,Primary circuit termination at TO-Agency2
TO-Agency2-BKP-001,A,dcim.site,270,500000,500000,Backup circuit termination at TO-Agency2
VU-Agency1-PRI-001,A,dcim.site,271,1000000,1000000,Primary circuit termination at VU-Agency1
VU-Agency1-BKP-001,A,dcim.site,271,500000,500000,Backup circuit termination at VU-Agency1
VU-Agency2-PRI-001,A,dcim.site,272,1000000,1000000,Primary circuit termination at VU-Agency2
VU-Agency2-BKP-001,A,dcim.site,272,500000,500000,Backup circuit termination at VU-Agency2
SB-Agency1-PRI-001,A,dcim.site,273,1000000,1000000,Primary circuit termination at SB-Agency1
SB-Agency1-BKP-001,A,dcim.site,273,500000,500000,Backup circuit termination at SB-Agency1
SB-Agency2-PRI-001,A,dcim.site,274,1000000,1000000,Primary circuit termination at SB-Agency2
SB-Agency2-BKP-001,A,dcim.site,274,500000,500000,Backup circuit termination at SB-Agency2
NC-Agency1-PRI-001,A,dcim.site,275,1000000,1000000,Primary circuit termination at NC-Agency1
NC-Agency1-BKP-001,A,dcim.site,275,500000,500000,Backup circuit termination at NC-Agency1
NC-Agency2-PRI-001,A,dcim.site,276,1000000,1000000,Primary circuit termination at NC-Agency2
NC-Agency2-BKP-001,A,dcim.site,276,500000,500000,Backup circuit termination at NC-Agency2
PF-Agency1-PRI-001,A,dcim.site,277,1000000,1000000,Primary circuit termination at PF-Agency1
PF-Agency1-BKP-001,A,dcim.site,277,500000,500000,Backup circuit termination at PF-Agency1
PF-Agency2-PRI-001,A,dcim.site,278,1000000,1000000,Primary circuit termination at PF-Agency2
PF-Agency2-BKP-001,A,dcim.site,278,500000,500000,Backup circuit termination at PF-Agency2
GU-Agency1-PRI-001,A,dcim.site,279,1000000,1000000,Primary circuit termination at GU-Agency1
GU-Agency1-BKP-001,A,dcim.site,279,500000,500000,Backup circuit termination at GU-Agency1
GU-Agency2-PRI-001,A,dcim.site,280,1000000,1000000,Primary circuit termination at GU-Agency2
GU-Agency2-BKP-001,A,dcim.site,280,500000,500000,Backup circuit termination at GU-Agency2
PW-Agency1-PRI-001,A,dcim.site,281,1000000,1000000,Primary circuit termination at PW-Agency1
PW-Agency1-BKP-001,A,dcim.site,281,500000,500000,Backup circuit termination at PW-Agency1
PW-Agency2-PRI-001,A,dcim.site,282,1000000,1000000,Primary circuit termination at PW-Agency2
PW-Agency2-BKP-001,A,dcim.site,282,500000,500000,Backup circuit termination at PW-Agency2
FM-Agency1-PRI-001,A,dcim.site,283,1000000,1000000,Primary circuit termination at FM-Agency1
FM-Agency1-BKP-001,A,dcim.site,283,500000,500000,Backup circuit termination at FM-Agency1
FM-Agency2-PRI-001,A,dcim.site,284,1000000,1000000,Primary circuit termination at FM-Agency2
FM-Agency2-BKP-001,A,dcim.site,284,500000,500000,Backup circuit termination at FM-Agency2
MH-Agency1-PRI-001,A,dcim.site,285,1000000,1000000,Primary circuit termination at MH-Agency1
MH-Agency1-BKP-001,A,dcim.site,285,500000,500000,Backup circuit termination at MH-Agency1
MH-Agency2-PRI-001,A,dcim.site,286,1000000,1000000,Primary circuit termination at MH-Agency2
MH-Agency2-BKP-001,A,dcim.site,286,500000,500000,Backup circuit termination at MH-Agency2
KI-Agency1-PRI-001,A,dcim.site,287,1000000,1000000,Primary circuit termination at KI-Agency1
KI-Agency1-BKP-001,A,dcim.site,287,500000,500000,Backup circuit termination at KI-Agency1
KI-Agency2-PRI-001,A,dcim.site,288,1000000,1000000,Primary circuit termination at KI-Agency2
KI-Agency2-BKP-001,A,dcim.site,288,500000,500000,Backup circuit termination at KI-Agency2
NR-Agency1-PRI-001,A,dcim.site,289,1000000,1000000,Primary circuit termination at NR-Agency1
NR-Agency1-BKP-001,A,dcim.site,289,500000,500000,Backup circuit termination at NR-Agency1
NR-Agency2-PRI-001,A,dcim.site,290,1000000,1000000,Primary circuit termination at NR-Agency2
NR-Agency2-BKP-001,A,dcim.site,290,500000,500000,Backup circuit termination at NR-Agency2
TV-Agency1-PRI-001,A,dcim.site,291,1000000,1000000,Primary circuit termination at TV-Agency1
TV-Agency1-BKP-001,A,dcim.site,291,500000,500000,Backup circuit termination at TV-Agency1
TV-Agency2-PRI-001,A,dcim.site,292,1000000,1000000,Primary circuit termination at TV-Agency2
TV-Agency2-BKP-001,A,dcim.site,292,500000,500000,Backup circuit termination at TV-Agency2
KZ-Agency1-PRI-001,A,dcim.site,293,1000000,1000000,Primary circuit termination at KZ-Agency1
KZ-Agency1-BKP-001,A,dcim.site,293,500000,500000,Backup circuit termination at KZ-Agency1
KZ-Agency2-PRI-001,A,dcim.site,294,1000000,1000000,Primary circuit termination at KZ-Agency2
KZ-Agency2-BKP-001,A,dcim.site,294,500000,500000,Backup circuit termination at KZ-Agency2
UZ-Agency1-PRI-001,A,dcim.site,295,1000000,1000000,Primary circuit termination at UZ-Agency1
UZ-Agency1-BKP-001,A,dcim.site,295,500000,500000,Backup circuit termination at UZ-Agency1
UZ-Agency2-PRI-001,A,dcim.site,296,1000000,1000000,Primary circuit termination at UZ-Agency2
UZ-Agency2-BKP-001,A,dcim.site,296,500000,500000,Backup circuit termination at UZ-Agency2
TM-Agency1-PRI-001,A,dcim.site,297,1000000,1000000,Primary circuit termination at TM-Agency1
TM-Agency1-BKP-001,A,dcim.site,297,500000,500000,Backup circuit termination at TM-Agency1
TM-Agency2-PRI-001,A,dcim.site,298,1000000,1000000,Primary circuit termination at TM-Agency2
TM-Agency2-BKP-001,A,dcim.site,298,500000,500000,Backup circuit termination at TM-Agency2
KG-Agency1-PRI-001,A,dcim.site,299,1000000,1000000,Primary circuit termination at KG-Agency1
KG-Agency1-BKP-001,A,dcim.site,299,500000,500000,Backup circuit termination at KG-Agency1
KG-Agency2-PRI-001,A,dcim.site,300,1000000,1000000,Primary circuit termination at KG-Agency2
KG-Agency2-BKP-001,A,dcim.site,300,500000,500000,Backup circuit termination at KG-Agency2
TJ-Agency1-PRI-001,A,dcim.site,301,1000000,1000000,Primary circuit termination at TJ-Agency1
TJ-Agency1-BKP-001,A,dcim.site,301,500000,500000,Backup circuit termination at TJ-Agency1
TJ-Agency2-PRI-001,A,dcim.site,302,1000000,1000000,Primary circuit termination at TJ-Agency2
TJ-Agency2-BKP-001,A,dcim.site,302,500000,500000,Backup circuit termination at TJ-Agency2
