label,type,status,side_a_device,side_a_type,side_a_name,side_b_device,side_b_type,side_b_name,length,length_unit,description
EMEA-DC-CLOUD-SRV-A-R05-PF-0018,power,connected,EMEA-DC-CLOUD-Server-Hall-A-PANEL-B,dcim.poweroutlet,Circuit-05,EMEA-DC-CLOUD-SRV-A-R05-PDU-B,dcim.powerport,Power-In,,,Power feed: EMEA-DC-CLOUD-Server-Hall-A-PANEL-B to EMEA-DC-CLOUD-SRV-A-R05-PDU-B
EMEA-DC-CLOUD-SRV-A-R06-PF-0019,power,connected,EMEA-DC-CLOUD-Server-Hall-A-PANEL-A,dcim.poweroutlet,Circuit-06,EMEA-DC-CLOUD-SRV-A-R06-PDU-A,dcim.powerport,Power-In,,,Power feed: EMEA-DC-CLOUD-Server-Hall-A-PANEL-A to EMEA-DC-CLOUD-SRV-A-R06-PDU-A
EMEA-DC-CLOUD-SRV-A-R06-PF-0020,power,connected,EMEA-DC-CLOUD-Server-Hall-A-PANEL-B,dcim.poweroutlet,Circuit-06,EMEA-DC-CLOUD-SRV-A-R06-PDU-B,dcim.powerport,Power-In,,,Power feed: EMEA-DC-CLOUD-Server-Hall-A-PANEL-B to EMEA-DC-CLOUD-SRV-A-R06-PDU-B
EMEA-DC-CLOUD-SRV-B-R01-PF-0021,power,connected,EMEA-DC-CLOUD-Server-Hall-B-PANEL-A,dcim.poweroutlet,Circuit-01,EMEA-DC-CLOUD-SRV-B-R01-PDU-A,dcim.powerport,Power-In,,,Power feed: EMEA-DC-CLOUD-Server-Hall-B-PANEL-A to EMEA-DC-CLOUD-SRV-B-R01-PDU-A
EMEA-DC-CLOUD-SRV-B-R01-PF-0022,power,connected,EMEA-DC-CLOUD-Server-Hall-B-PANEL-B,dcim.poweroutlet,Circuit-01,EMEA-DC-CLOUD-SRV-B-R01-PDU-B,dcim.powerport,Power-In,,,Power feed: EMEA-DC-CLOUD-Server-Hall-B-PANEL-B to EMEA-DC-CLOUD-SRV-B-R01-PDU-B
EMEA-DC-CLOUD-SRV-B-R02-PF-0023,power,connected,EMEA-DC-CLOUD-Server-Hall-B-PANEL-A,dcim.poweroutlet,Circuit-02,EMEA-DC-CLOUD-SRV-B-R02-PDU-A,dcim.powerport,Power-In,,,Power feed: EMEA-DC-CLOUD-Server-Hall-B-PANEL-A to EMEA-DC-CLOUD-SRV-B-R02-PDU-A
EMEA-DC-CLOUD-SRV-B-R02-PF-0024,power,connected,EMEA-DC-CLOUD-Server-Hall-B-PANEL-B,dcim.poweroutlet,Circuit-02,EMEA-DC-CLOUD-SRV-B-R02-PDU-B,dcim.powerport,Power-In,,,Power feed: EMEA-DC-CLOUD-Server-Hall-B-PANEL-B to EMEA-DC-CLOUD-SRV-B-R02-PDU-B
EMEA-DC-CLOUD-SRV-B-R03-PF-0025,power,connected,EMEA-DC-CLOUD-Server-Hall-B-PANEL-A,dcim.poweroutlet,Circuit-03,EMEA-DC-CLOUD-SRV-B-R03-PDU-A,dcim.powerport,Power-In,,,Power feed: EMEA-DC-CLOUD-Server-Hall-B-PANEL-A to EMEA-DC-CLOUD-SRV-B-R03-PDU-A
EMEA-DC-CLOUD-SRV-B-R03-PF-0026,power,connected,EMEA-DC-CLOUD-Server-Hall-B-PANEL-B,dcim.poweroutlet,Circuit-03,EMEA-DC-CLOUD-SRV-B-R03-PDU-B,dcim.powerport,Power-In,,,Power feed: EMEA-DC-CLOUD-Server-Hall-B-PANEL-B to EMEA-DC-CLOUD-SRV-B-R03-PDU-B
EMEA-DC-CLOUD-SRV-B-R04-PF-0027,power,connected,EMEA-DC-CLOUD-Server-Hall-B-PANEL-A,dcim.poweroutlet,Circuit-04,EMEA-DC-CLOUD-SRV-B-R04-PDU-A,dcim.powerport,Power-In,,,Power feed: EMEA-DC-CLOUD-Server-Hall-B-PANEL-A to EMEA-DC-CLOUD-SRV-B-R04-PDU-A
EMEA-DC-CLOUD-SRV-B-R04-PF-0028,power,connected,EMEA-DC-CLOUD-Server-Hall-B-PANEL-B,dcim.poweroutlet,Circuit-04,EMEA-DC-CLOUD-SRV-B-R04-PDU-B,dcim.powerport,Power-In,,,Power feed: EMEA-DC-CLOUD-Server-Hall-B-PANEL-B to EMEA-DC-CLOUD-SRV-B-R04-PDU-B
EMEA-DC-CLOUD-SRV-B-R05-PF-0029,power,connected,EMEA-DC-CLOUD-Server-Hall-B-PANEL-A,dcim.poweroutlet,Circuit-05,EMEA-DC-CLOUD-SRV-B-R05-PDU-A,dcim.powerport,Power-In,,,Power feed: EMEA-DC-CLOUD-Server-Hall-B-PANEL-A to EMEA-DC-CLOUD-SRV-B-R05-PDU-A
EMEA-DC-CLOUD-SRV-B-R05-PF-0030,power,connected,EMEA-DC-CLOUD-Server-Hall-B-PANEL-B,dcim.poweroutlet,Circuit-05,EMEA-DC-CLOUD-SRV-B-R05-PDU-B,dcim.powerport,Power-In,,,Power feed: EMEA-DC-CLOUD-Server-Hall-B-PANEL-B to EMEA-DC-CLOUD-SRV-B-R05-PDU-B
EMEA-DC-CLOUD-SRV-B-R06-PF-0031,power,connected,EMEA-DC-CLOUD-Server-Hall-B-PANEL-A,dcim.poweroutlet,Circuit-06,EMEA-DC-CLOUD-SRV-B-R06-PDU-A,dcim.powerport,Power-In,,,Power feed: EMEA-DC-CLOUD-Server-Hall-B-PANEL-A to EMEA-DC-CLOUD-SRV-B-R06-PDU-A
EMEA-DC-CLOUD-SRV-B-R06-PF-0032,power,connected,EMEA-DC-CLOUD-Server-Hall-B-PANEL-B,dcim.poweroutlet,Circuit-06,EMEA-DC-CLOUD-SRV-B-R06-PDU-B,dcim.powerport,Power-In,,,Power feed: EMEA-DC-CLOUD-Server-Hall-B-PANEL-B to EMEA-DC-CLOUD-SRV-B-R06-PDU-B
EMEA-DC-CLOUD-STG-R01-PF-0033,power,connected,EMEA-DC-CLOUD-Storage-PANEL-A,dcim.poweroutlet,Circuit-01,EMEA-DC-CLOUD-STG-R01-PDU-A,dcim.powerport,Power-In,,,Power feed: EMEA-DC-CLOUD-Storage-PANEL-A to EMEA-DC-CLOUD-STG-R01-PDU-A
EMEA-DC-CLOUD-STG-R01-PF-0034,power,connected,EMEA-DC-CLOUD-Storage-PANEL-B,dcim.poweroutlet,Circuit-01,EMEA-DC-CLOUD-STG-R01-PDU-B,dcim.powerport,Power-In,,,Power feed: EMEA-DC-CLOUD-Storage-PANEL-B to EMEA-DC-CLOUD-STG-R01-PDU-B
EMEA-DC-CLOUD-STG-R02-PF-0035,power,connected,EMEA-DC-CLOUD-Storage-PANEL-A,dcim.poweroutlet,Circuit-02,EMEA-DC-CLOUD-STG-R02-PDU-A,dcim.powerport,Power-In,,,Power feed: EMEA-DC-CLOUD-Storage-PANEL-A to EMEA-DC-CLOUD-STG-R02-PDU-A
EMEA-DC-CLOUD-STG-R02-PF-0036,power,connected,EMEA-DC-CLOUD-Storage-PANEL-B,dcim.poweroutlet,Circuit-02,EMEA-DC-CLOUD-STG-R02-PDU-B,dcim.powerport,Power-In,,,Power feed: EMEA-DC-CLOUD-Storage-PANEL-B to EMEA-DC-CLOUD-STG-R02-PDU-B
EMEA-DC-CLOUD-STG-R03-PF-0037,power,connected,EMEA-DC-CLOUD-Storage-PANEL-A,dcim.poweroutlet,Circuit-03,EMEA-DC-CLOUD-STG-R03-PDU-A,dcim.powerport,Power-In,,,Power feed: EMEA-DC-CLOUD-Storage-PANEL-A to EMEA-DC-CLOUD-STG-R03-PDU-A
EMEA-DC-CLOUD-STG-R03-PF-0038,power,connected,EMEA-DC-CLOUD-Storage-PANEL-B,dcim.poweroutlet,Circuit-03,EMEA-DC-CLOUD-STG-R03-PDU-B,dcim.powerport,Power-In,,,Power feed: EMEA-DC-CLOUD-Storage-PANEL-B to EMEA-DC-CLOUD-STG-R03-PDU-B
EMEA-DC-CLOUD-MMR-R01-PF-0039,power,connected,EMEA-DC-CLOUD-MMR-PANEL-A,dcim.poweroutlet,Circuit-01,EMEA-DC-CLOUD-MMR-R01-PDU-A,dcim.powerport,Power-In,,,Power feed: EMEA-DC-CLOUD-MMR-PANEL-A to EMEA-DC-CLOUD-MMR-R01-PDU-A
EMEA-DC-CLOUD-MMR-R01-PF-0040,power,connected,EMEA-DC-CLOUD-MMR-PANEL-B,dcim.poweroutlet,Circuit-01,EMEA-DC-CLOUD-MMR-R01-PDU-B,dcim.powerport,Power-In,,,Power feed: EMEA-DC-CLOUD-MMR-PANEL-B to EMEA-DC-CLOUD-MMR-R01-PDU-B
EMEA-DC-CLOUD-MMR-R02-PF-0041,power,connected,EMEA-DC-CLOUD-MMR-PANEL-A,dcim.poweroutlet,Circuit-02,EMEA-DC-CLOUD-MMR-R02-PDU-A,dcim.powerport,Power-In,,,Power feed: EMEA-DC-CLOUD-MMR-PANEL-A to EMEA-DC-CLOUD-MMR-R02-PDU-A
EMEA-DC-CLOUD-MMR-R02-PF-0042,power,connected,EMEA-DC-CLOUD-MMR-PANEL-B,dcim.poweroutlet,Circuit-02,EMEA-DC-CLOUD-MMR-R02-PDU-B,dcim.powerport,Power-In,,,Power feed: EMEA-DC-CLOUD-MMR-PANEL-B to EMEA-DC-CLOUD-MMR-R02-PDU-B
EMEA-DC-ONPREM-NET-R01-PF-0043,power,connected,EMEA-DC-ONPREM-Network-Core-PANEL-A,dcim.poweroutlet,Circuit-01,EMEA-DC-ONPREM-NET-R01-PDU-A,dcim.powerport,Power-In,,,Power feed: EMEA-DC-ONPREM-Network-Core-PANEL-A to EMEA-DC-ONPREM-NET-R01-PDU-A
EMEA-DC-ONPREM-NET-R01-PF-0044,power,connected,EMEA-DC-ONPREM-Network-Core-PANEL-B,dcim.poweroutlet,Circuit-01,EMEA-DC-ONPREM-NET-R01-PDU-B,dcim.powerport,Power-In,,,Power feed: EMEA-DC-ONPREM-Network-Core-PANEL-B to EMEA-DC-ONPREM-NET-R01-PDU-B
EMEA-DC-ONPREM-NET-R02-PF-0045,power,connected,EMEA-DC-ONPREM-Network-Core-PANEL-A,dcim.poweroutlet,Circuit-02,EMEA-DC-ONPREM-NET-R02-PDU-A,dcim.powerport,Power-In,,,Power feed: EMEA-DC-ONPREM-Network-Core-PANEL-A to EMEA-DC-ONPREM-NET-R02-PDU-A
EMEA-DC-ONPREM-NET-R02-PF-0046,power,connected,EMEA-DC-ONPREM-Network-Core-PANEL-B,dcim.poweroutlet,Circuit-02,EMEA-DC-ONPREM-NET-R02-PDU-B,dcim.powerport,Power-In,,,Power feed: EMEA-DC-ONPREM-Network-Core-PANEL-B to EMEA-DC-ONPREM-NET-R02-PDU-B
EMEA-DC-ONPREM-NET-R03-PF-0047,power,connected,EMEA-DC-ONPREM-Network-Core-PANEL-A,dcim.poweroutlet,Circuit-03,EMEA-DC-ONPREM-NET-R03-PDU-A,dcim.powerport,Power-In,,,Power feed: EMEA-DC-ONPREM-Network-Core-PANEL-A to EMEA-DC-ONPREM-NET-R03-PDU-A
EMEA-DC-ONPREM-NET-R03-PF-0048,power,connected,EMEA-DC-ONPREM-Network-Core-PANEL-B,dcim.poweroutlet,Circuit-03,EMEA-DC-ONPREM-NET-R03-PDU-B,dcim.powerport,Power-In,,,Power feed: EMEA-DC-ONPREM-Network-Core-PANEL-B to EMEA-DC-ONPREM-NET-R03-PDU-B
EMEA-DC-ONPREM-NET-R04-PF-0049,power,connected,EMEA-DC-ONPREM-Network-Core-PANEL-A,dcim.poweroutlet,Circuit-04,EMEA-DC-ONPREM-NET-R04-PDU-A,dcim.powerport,Power-In,,,Power feed: EMEA-DC-ONPREM-Network-Core-PANEL-A to EMEA-DC-ONPREM-NET-R04-PDU-A
EMEA-DC-ONPREM-NET-R04-PF-0050,power,connected,EMEA-DC-ONPREM-Network-Core-PANEL-B,dcim.poweroutlet,Circuit-04,EMEA-DC-ONPREM-NET-R04-PDU-B,dcim.powerport,Power-In,,,Power feed: EMEA-DC-ONPREM-Network-Core-PANEL-B to EMEA-DC-ONPREM-NET-R04-PDU-B
EMEA-DC-ONPREM-SRV-A-R01-PF-0051,power,connected,EMEA-DC-ONPREM-Server-Hall-A-PANEL-A,dcim.poweroutlet,Circuit-01,EMEA-DC-ONPREM-SRV-A-R01-PDU-A,dcim.powerport,Power-In,,,Power feed: EMEA-DC-ONPREM-Server-Hall-A-PANEL-A to EMEA-DC-ONPREM-SRV-A-R01-PDU-A
EMEA-DC-ONPREM-SRV-A-R01-PF-0052,power,connected,EMEA-DC-ONPREM-Server-Hall-A-PANEL-B,dcim.poweroutlet,Circuit-01,EMEA-DC-ONPREM-SRV-A-R01-PDU-B,dcim.powerport,Power-In,,,Power feed: EMEA-DC-ONPREM-Server-Hall-A-PANEL-B to EMEA-DC-ONPREM-SRV-A-R01-PDU-B
EMEA-DC-ONPREM-SRV-A-R02-PF-0053,power,connected,EMEA-DC-ONPREM-Server-Hall-A-PANEL-A,dcim.poweroutlet,Circuit-02,EMEA-DC-ONPREM-SRV-A-R02-PDU-A,dcim.powerport,Power-In,,,Power feed: EMEA-DC-ONPREM-Server-Hall-A-PANEL-A to EMEA-DC-ONPREM-SRV-A-R02-PDU-A
EMEA-DC-ONPREM-SRV-A-R02-PF-0054,power,connected,EMEA-DC-ONPREM-Server-Hall-A-PANEL-B,dcim.poweroutlet,Circuit-02,EMEA-DC-ONPREM-SRV-A-R02-PDU-B,dcim.powerport,Power-In,,,Power feed: EMEA-DC-ONPREM-Server-Hall-A-PANEL-B to EMEA-DC-ONPREM-SRV-A-R02-PDU-B
EMEA-DC-ONPREM-SRV-A-R03-PF-0055,power,connected,EMEA-DC-ONPREM-Server-Hall-A-PANEL-A,dcim.poweroutlet,Circuit-03,EMEA-DC-ONPREM-SRV-A-R03-PDU-A,dcim.powerport,Power-In,,,Power feed: EMEA-DC-ONPREM-Server-Hall-A-PANEL-A to EMEA-DC-ONPREM-SRV-A-R03-PDU-A
EMEA-DC-ONPREM-SRV-A-R03-PF-0056,power,connected,EMEA-DC-ONPREM-Server-Hall-A-PANEL-B,dcim.poweroutlet,Circuit-03,EMEA-DC-ONPREM-SRV-A-R03-PDU-B,dcim.powerport,Power-In,,,Power feed: EMEA-DC-ONPREM-Server-Hall-A-PANEL-B to EMEA-DC-ONPREM-SRV-A-R03-PDU-B
EMEA-DC-ONPREM-SRV-A-R04-PF-0057,power,connected,EMEA-DC-ONPREM-Server-Hall-A-PANEL-A,dcim.poweroutlet,Circuit-04,EMEA-DC-ONPREM-SRV-A-R04-PDU-A,dcim.powerport,Power-In,,,Power feed: EMEA-DC-ONPREM-Server-Hall-A-PANEL-A to EMEA-DC-ONPREM-SRV-A-R04-PDU-A
EMEA-DC-ONPREM-SRV-A-R04-PF-0058,power,connected,EMEA-DC-ONPREM-Server-Hall-A-PANEL-B,dcim.poweroutlet,Circuit-04,EMEA-DC-ONPREM-SRV-A-R04-PDU-B,dcim.powerport,Power-In,,,Power feed: EMEA-DC-ONPREM-Server-Hall-A-PANEL-B to EMEA-DC-ONPREM-SRV-A-R04-PDU-B
EMEA-DC-ONPREM-SRV-A-R05-PF-0059,power,connected,EMEA-DC-ONPREM-Server-Hall-A-PANEL-A,dcim.poweroutlet,Circuit-05,EMEA-DC-ONPREM-SRV-A-R05-PDU-A,dcim.powerport,Power-In,,,Power feed: EMEA-DC-ONPREM-Server-Hall-A-PANEL-A to EMEA-DC-ONPREM-SRV-A-R05-PDU-A
EMEA-DC-ONPREM-SRV-A-R05-PF-0060,power,connected,EMEA-DC-ONPREM-Server-Hall-A-PANEL-B,dcim.poweroutlet,Circuit-05,EMEA-DC-ONPREM-SRV-A-R05-PDU-B,dcim.powerport,Power-In,,,Power feed: EMEA-DC-ONPREM-Server-Hall-A-PANEL-B to EMEA-DC-ONPREM-SRV-A-R05-PDU-B
EMEA-DC-ONPREM-SRV-A-R06-PF-0061,power,connected,EMEA-DC-ONPREM-Server-Hall-A-PANEL-A,dcim.poweroutlet,Circuit-06,EMEA-DC-ONPREM-SRV-A-R06-PDU-A,dcim.powerport,Power-In,,,Power feed: EMEA-DC-ONPREM-Server-Hall-A-PANEL-A to EMEA-DC-ONPREM-SRV-A-R06-PDU-A
EMEA-DC-ONPREM-SRV-A-R06-PF-0062,power,connected,EMEA-DC-ONPREM-Server-Hall-A-PANEL-B,dcim.poweroutlet,Circuit-06,EMEA-DC-ONPREM-SRV-A-R06-PDU-B,dcim.powerport,Power-In,,,Power feed: EMEA-DC-ONPREM-Server-Hall-A-PANEL-B to EMEA-DC-ONPREM-SRV-A-R06-PDU-B
EMEA-DC-ONPREM-SRV-B-R01-PF-0063,power,connected,EMEA-DC-ONPREM-Server-Hall-B-PANEL-A,dcim.poweroutlet,Circuit-01,EMEA-DC-ONPREM-SRV-B-R01-PDU-A,dcim.powerport,Power-In,,,Power feed: EMEA-DC-ONPREM-Server-Hall-B-PANEL-A to EMEA-DC-ONPREM-SRV-B-R01-PDU-A
EMEA-DC-ONPREM-SRV-B-R01-PF-0064,power,connected,EMEA-DC-ONPREM-Server-Hall-B-PANEL-B,dcim.poweroutlet,Circuit-01,EMEA-DC-ONPREM-SRV-B-R01-PDU-B,dcim.powerport,Power-In,,,Power feed: EMEA-DC-ONPREM-Server-Hall-B-PANEL-B to EMEA-DC-ONPREM-SRV-B-R01-PDU-B
EMEA-DC-ONPREM-SRV-B-R02-PF-0065,power,connected,EMEA-DC-ONPREM-Server-Hall-B-PANEL-A,dcim.poweroutlet,Circuit-02,EMEA-DC-ONPREM-SRV-B-R02-PDU-A,dcim.powerport,Power-In,,,Power feed: EMEA-DC-ONPREM-Server-Hall-B-PANEL-A to EMEA-DC-ONPREM-SRV-B-R02-PDU-A
EMEA-DC-ONPREM-SRV-B-R02-PF-0066,power,connected,EMEA-DC-ONPREM-Server-Hall-B-PANEL-B,dcim.poweroutlet,Circuit-02,EMEA-DC-ONPREM-SRV-B-R02-PDU-B,dcim.powerport,Power-In,,,Power feed: EMEA-DC-ONPREM-Server-Hall-B-PANEL-B to EMEA-DC-ONPREM-SRV-B-R02-PDU-B
EMEA-DC-ONPREM-SRV-B-R03-PF-0067,power,connected,EMEA-DC-ONPREM-Server-Hall-B-PANEL-A,dcim.poweroutlet,Circuit-03,EMEA-DC-ONPREM-SRV-B-R03-PDU-A,dcim.powerport,Power-In,,,Power feed: EMEA-DC-ONPREM-Server-Hall-B-PANEL-A to EMEA-DC-ONPREM-SRV-B-R03-PDU-A
EMEA-DC-ONPREM-SRV-B-R03-PF-0068,power,connected,EMEA-DC-ONPREM-Server-Hall-B-PANEL-B,dcim.poweroutlet,Circuit-03,EMEA-DC-ONPREM-SRV-B-R03-PDU-B,dcim.powerport,Power-In,,,Power feed: EMEA-DC-ONPREM-Server-Hall-B-PANEL-B to EMEA-DC-ONPREM-SRV-B-R03-PDU-B
EMEA-DC-ONPREM-SRV-B-R04-PF-0069,power,connected,EMEA-DC-ONPREM-Server-Hall-B-PANEL-A,dcim.poweroutlet,Circuit-04,EMEA-DC-ONPREM-SRV-B-R04-PDU-A,dcim.powerport,Power-In,,,Power feed: EMEA-DC-ONPREM-Server-Hall-B-PANEL-A to EMEA-DC-ONPREM-SRV-B-R04-PDU-A
EMEA-DC-ONPREM-SRV-B-R04-PF-0070,power,connected,EMEA-DC-ONPREM-Server-Hall-B-PANEL-B,dcim.poweroutlet,Circuit-04,EMEA-DC-ONPREM-SRV-B-R04-PDU-B,dcim.powerport,Power-In,,,Power feed: EMEA-DC-ONPREM-Server-Hall-B-PANEL-B to EMEA-DC-ONPREM-SRV-B-R04-PDU-B
EMEA-DC-ONPREM-SRV-B-R05-PF-0071,power,connected,EMEA-DC-ONPREM-Server-Hall-B-PANEL-A,dcim.poweroutlet,Circuit-05,EMEA-DC-ONPREM-SRV-B-R05-PDU-A,dcim.powerport,Power-In,,,Power feed: EMEA-DC-ONPREM-Server-Hall-B-PANEL-A to EMEA-DC-ONPREM-SRV-B-R05-PDU-A
EMEA-DC-ONPREM-SRV-B-R05-PF-0072,power,connected,EMEA-DC-ONPREM-Server-Hall-B-PANEL-B,dcim.poweroutlet,Circuit-05,EMEA-DC-ONPREM-SRV-B-R05-PDU-B,dcim.powerport,Power-In,,,Power feed: EMEA-DC-ONPREM-Server-Hall-B-PANEL-B to EMEA-DC-ONPREM-SRV-B-R05-PDU-B
EMEA-DC-ONPREM-SRV-B-R06-PF-0073,power,connected,EMEA-DC-ONPREM-Server-Hall-B-PANEL-A,dcim.poweroutlet,Circuit-06,EMEA-DC-ONPREM-SRV-B-R06-PDU-A,dcim.powerport,Power-In,,,Power feed: EMEA-DC-ONPREM-Server-Hall-B-PANEL-A to EMEA-DC-ONPREM-SRV-B-R06-PDU-A
EMEA-DC-ONPREM-SRV-B-R06-PF-0074,power,connected,EMEA-DC-ONPREM-Server-Hall-B-PANEL-B,dcim.poweroutlet,Circuit-06,EMEA-DC-ONPREM-SRV-B-R06-PDU-B,dcim.powerport,Power-In,,,Power feed: EMEA-DC-ONPREM-Server-Hall-B-PANEL-B to EMEA-DC-ONPREM-SRV-B-R06-PDU-B
EMEA-DC-ONPREM-STG-R01-PF-0075,power,connected,EMEA-DC-ONPREM-Storage-PANEL-A,dcim.poweroutlet,Circuit-01,EMEA-DC-ONPREM-STG-R01-PDU-A,dcim.powerport,Power-In,,,Power feed: EMEA-DC-ONPREM-Storage-PANEL-A to EMEA-DC-ONPREM-STG-R01-PDU-A
