name,manufacturer,device_type,role,site,location,rack,position,face,status,description
EMEA-DC-ONPREM-Server-Hall-A-PANEL-A,Generic,480V/208V 3-Phase Panel,PDU,EMEA-DC-ONPREM,EMEA-DC-ONPREM-Server Hall A,,,,active,Primary power panel A-feed for Server Hall A
EMEA-DC-ONPREM-Server-Hall-A-PANEL-B,Generic,480V/208V 3-Phase Panel,PDU,EMEA-DC-ONPREM,EMEA-DC-ONPREM-Server Hall A,,,,active,Secondary power panel B-feed for Server Hall A
EMEA-DC-ONPREM-Server-Hall-B-PANEL-A,Generic,480V/208V 3-Phase Panel,PDU,EMEA-DC-ONPREM,EMEA-DC-ONPREM-Server Hall B,,,,active,Primary power panel A-feed for Server Hall B
EMEA-DC-ONPREM-Server-Hall-B-PANEL-B,Generic,480V/208V 3-Phase Panel,PDU,EMEA-DC-ONPREM,EMEA-DC-ONPREM-Server Hall B,,,,active,Secondary power panel B-feed for Server Hall B
EMEA-DC-ONPREM-Storage-PANEL-A,Generic,480V/208V 3-Phase Panel,PDU,EMEA-DC-ONPREM,EMEA-DC-ONPREM-Storage,,,,active,Primary power panel A-feed for Storage
EMEA-DC-ONPREM-Storage-PANEL-B,Generic,480V/208V 3-Phase Panel,PDU,EMEA-DC-ONPREM,EMEA-DC-ONPREM-Storage,,,,active,Secondary power panel B-feed for Storage
EMEA-DC-ONPREM-MMR-PANEL-A,Generic,480V/208V 3-Phase Panel,PDU,EMEA-DC-ONPREM,EMEA-DC-ONPREM-MMR,,,,active,Primary power panel A-feed for MMR
EMEA-DC-ONPREM-MMR-PANEL-B,Generic,480V/208V 3-Phase Panel,PDU,EMEA-DC-ONPREM,EMEA-DC-ONPREM-MMR,,,,active,Secondary power panel B-feed for MMR
APAC-DC-CLOUD-Network-Core-PANEL-A,Generic,480V/208V 3-Phase Panel,PDU,APAC-DC-CLOUD,APAC-DC-CLOUD-Network Core,,,,active,Primary power panel A-feed for Network Core
APAC-DC-CLOUD-Network-Core-PANEL-B,Generic,480V/208V 3-Phase Panel,PDU,APAC-DC-CLOUD,APAC-DC-CLOUD-Network Core,,,,active,Secondary power panel B-feed for Network Core
APAC-DC-CLOUD-Server-Hall-A-PANEL-A,Generic,480V/208V 3-Phase Panel,PDU,APAC-DC-CLOUD,APAC-DC-CLOUD-Server Hall A,,,,active,Primary power panel A-feed for Server Hall A
APAC-DC-CLOUD-Server-Hall-A-PANEL-B,Generic,480V/208V 3-Phase Panel,PDU,APAC-DC-CLOUD,APAC-DC-CLOUD-Server Hall A,,,,active,Secondary power panel B-feed for Server Hall A
APAC-DC-CLOUD-Server-Hall-B-PANEL-A,Generic,480V/208V 3-Phase Panel,PDU,APAC-DC-CLOUD,APAC-DC-CLOUD-Server Hall B,,,,active,Primary power panel A-feed for Server Hall B
APAC-DC-CLOUD-Server-Hall-B-PANEL-B,Generic,480V/208V 3-Phase Panel,PDU,APAC-DC-CLOUD,APAC-DC-CLOUD-Server Hall B,,,,active,Secondary power panel B-feed for Server Hall B
APAC-DC-CLOUD-Storage-PANEL-A,Generic,480V/208V 3-Phase Panel,PDU,APAC-DC-CLOUD,APAC-DC-CLOUD-Storage,,,,active,Primary power panel A-feed for Storage
APAC-DC-CLOUD-Storage-PANEL-B,Generic,480V/208V 3-Phase Panel,PDU,APAC-DC-CLOUD,APAC-DC-CLOUD-Storage,,,,active,Secondary power panel B-feed for Storage
APAC-DC-CLOUD-MMR-PANEL-A,Generic,480V/208V 3-Phase Panel,PDU,APAC-DC-CLOUD,APAC-DC-CLOUD-MMR,,,,active,Primary power panel A-feed for MMR
APAC-DC-CLOUD-MMR-PANEL-B,Generic,480V/208V 3-Phase Panel,PDU,APAC-DC-CLOUD,APAC-DC-CLOUD-MMR,,,,active,Secondary power panel B-feed for MMR
APAC-DC-ONPREM-Network-Core-PANEL-A,Generic,480V/208V 3-Phase Panel,PDU,APAC-DC-ONPREM,APAC-DC-ONPREM-Network Core,,,,active,Primary power panel A-feed for Network Core
APAC-DC-ONPREM-Network-Core-PANEL-B,Generic,480V/208V 3-Phase Panel,PDU,APAC-DC-ONPREM,APAC-DC-ONPREM-Network Core,,,,active,Secondary power panel B-feed for Network Core
APAC-DC-ONPREM-Server-Hall-A-PANEL-A,Generic,480V/208V 3-Phase Panel,PDU,APAC-DC-ONPREM,APAC-DC-ONPREM-Server Hall A,,,,active,Primary power panel A-feed for Server Hall A
APAC-DC-ONPREM-Server-Hall-A-PANEL-B,Generic,480V/208V 3-Phase Panel,PDU,APAC-DC-ONPREM,APAC-DC-ONPREM-Server Hall A,,,,active,Secondary power panel B-feed for Server Hall A
APAC-DC-ONPREM-Server-Hall-B-PANEL-A,Generic,480V/208V 3-Phase Panel,PDU,APAC-DC-ONPREM,APAC-DC-ONPREM-Server Hall B,,,,active,Primary power panel A-feed for Server Hall B
APAC-DC-ONPREM-Server-Hall-B-PANEL-B,Generic,480V/208V 3-Phase Panel,PDU,APAC-DC-ONPREM,APAC-DC-ONPREM-Server Hall B,,,,active,Secondary power panel B-feed for Server Hall B
APAC-DC-ONPREM-Storage-PANEL-A,Generic,480V/208V 3-Phase Panel,PDU,APAC-DC-ONPREM,APAC-DC-ONPREM-Storage,,,,active,Primary power panel A-feed for Storage
APAC-DC-ONPREM-Storage-PANEL-B,Generic,480V/208V 3-Phase Panel,PDU,APAC-DC-ONPREM,APAC-DC-ONPREM-Storage,,,,active,Secondary power panel B-feed for Storage
APAC-DC-ONPREM-MMR-PANEL-A,Generic,480V/208V 3-Phase Panel,PDU,APAC-DC-ONPREM,APAC-DC-ONPREM-MMR,,,,active,Primary power panel A-feed for MMR
APAC-DC-ONPREM-MMR-PANEL-B,Generic,480V/208V 3-Phase Panel,PDU,APAC-DC-ONPREM,APAC-DC-ONPREM-MMR,,,,active,Secondary power panel B-feed for MMR
AMER-DC-CLOUD-Network-Core-PANEL-A,Generic,480V/208V 3-Phase Panel,PDU,AMER-DC-CLOUD,AMER-DC-CLOUD-Network Core,,,,active,Primary power panel A-feed for Network Core
AMER-DC-CLOUD-Network-Core-PANEL-B,Generic,480V/208V 3-Phase Panel,PDU,AMER-DC-CLOUD,AMER-DC-CLOUD-Network Core,,,,active,Secondary power panel B-feed for Network Core
AMER-DC-CLOUD-Server-Hall-A-PANEL-A,Generic,480V/208V 3-Phase Panel,PDU,AMER-DC-CLOUD,AMER-DC-CLOUD-Server Hall A,,,,active,Primary power panel A-feed for Server Hall A
AMER-DC-CLOUD-Server-Hall-A-PANEL-B,Generic,480V/208V 3-Phase Panel,PDU,AMER-DC-CLOUD,AMER-DC-CLOUD-Server Hall A,,,,active,Secondary power panel B-feed for Server Hall A
AMER-DC-CLOUD-Server-Hall-B-PANEL-A,Generic,480V/208V 3-Phase Panel,PDU,AMER-DC-CLOUD,AMER-DC-CLOUD-Server Hall B,,,,active,Primary power panel A-feed for Server Hall B
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,Generic,480V/208V 3-Phase Panel,PDU,AMER-DC-CLOUD,AMER-DC-CLOUD-Server Hall B,,,,active,Secondary power panel B-feed for Server Hall B
AMER-DC-CLOUD-Storage-PANEL-A,Generic,480V/208V 3-Phase Panel,PDU,AMER-DC-CLOUD,AMER-DC-CLOUD-Storage,,,,active,Primary power panel A-feed for Storage
AMER-DC-CLOUD-Storage-PANEL-B,Generic,480V/208V 3-Phase Panel,PDU,AMER-DC-CLOUD,AMER-DC-CLOUD-Storage,,,,active,Secondary power panel B-feed for Storage
AMER-DC-CLOUD-MMR-PANEL-A,Generic,480V/208V 3-Phase Panel,PDU,AMER-DC-CLOUD,AMER-DC-CLOUD-MMR,,,,active,Primary power panel A-feed for MMR
AMER-DC-CLOUD-MMR-PANEL-B,Generic,480V/208V 3-Phase Panel,PDU,AMER-DC-CLOUD,AMER-DC-CLOUD-MMR,,,,active,Secondary power panel B-feed for MMR
AMER-DC-ONPREM-Network-Core-PANEL-A,Generic,480V/208V 3-Phase Panel,PDU,AMER-DC-ONPREM,AMER-DC-ONPREM-Network Core,,,,active,Primary power panel A-feed for Network Core
AMER-DC-ONPREM-Network-Core-PANEL-B,Generic,480V/208V 3-Phase Panel,PDU,AMER-DC-ONPREM,AMER-DC-ONPREM-Network Core,,,,active,Secondary power panel B-feed for Network Core
AMER-DC-ONPREM-Server-Hall-A-PANEL-A,Generic,480V/208V 3-Phase Panel,PDU,AMER-DC-ONPREM,AMER-DC-ONPREM-Server Hall A,,,,active,Primary power panel A-feed for Server Hall A
AMER-DC-ONPREM-Server-Hall-A-PANEL-B,Generic,480V/208V 3-Phase Panel,PDU,AMER-DC-ONPREM,AMER-DC-ONPREM-Server Hall A,,,,active,Secondary power panel B-feed for Server Hall A
AMER-DC-ONPREM-Server-Hall-B-PANEL-A,Generic,480V/208V 3-Phase Panel,PDU,AMER-DC-ONPREM,AMER-DC-ONPREM-Server Hall B,,,,active,Primary power panel A-feed for Server Hall B
AMER-DC-ONPREM-Server-Hall-B-PANEL-B,Generic,480V/208V 3-Phase Panel,PDU,AMER-DC-ONPREM,AMER-DC-ONPREM-Server Hall B,,,,active,Secondary power panel B-feed for Server Hall B
AMER-DC-ONPREM-Storage-PANEL-A,Generic,480V/208V 3-Phase Panel,PDU,AMER-DC-ONPREM,AMER-DC-ONPREM-Storage,,,,active,Primary power panel A-feed for Storage
AMER-DC-ONPREM-Storage-PANEL-B,Generic,480V/208V 3-Phase Panel,PDU,AMER-DC-ONPREM,AMER-DC-ONPREM-Storage,,,,active,Secondary power panel B-feed for Storage
AMER-DC-ONPREM-MMR-PANEL-A,Generic,480V/208V 3-Phase Panel,PDU,AMER-DC-ONPREM,AMER-DC-ONPREM-MMR,,,,active,Primary power panel A-feed for MMR
AMER-DC-ONPREM-MMR-PANEL-B,Generic,480V/208V 3-Phase Panel,PDU,AMER-DC-ONPREM,AMER-DC-ONPREM-MMR,,,,active,Secondary power panel B-feed for MMR
