label,type,status,side_a_device,side_a_type,side_a_name,side_b_device,side_b_type,side_b_name,length,length_unit,description
EMEA-DC-ONPREM-SRV-B-R06-PC-ESX-B02-1,power,connected,EMEA-DC-ONPREM-ESX-B02,dcim.powerport,PSU1,EMEA-DC-ONPREM-SRV-B-R06-PDU-A,dcim.poweroutlet,Outlet-01,,,Power cable: EMEA-DC-ONPREM-ESX-B02 PSU1 to PDU-A
EMEA-DC-ONPREM-SRV-B-R06-PC-ESX-B02-2,power,connected,EMEA-DC-ONPREM-ESX-B02,dcim.powerport,PSU2,EMEA-DC-ONPREM-SRV-B-R06-PDU-B,dcim.poweroutlet,Outlet-01,,,Power cable: EMEA-DC-ONPREM-ESX-B02 PSU2 to PDU-B
EMEA-DC-ONPREM-SRV-B-R01-PC-ESX-B03-1,power,connected,EMEA-DC-ONPREM-ESX-B03,dcim.powerport,PSU1,EMEA-DC-ONPREM-SRV-B-R01-PDU-A,dcim.poweroutlet,Outlet-01,,,Power cable: EMEA-DC-ONPREM-ESX-B03 PSU1 to PDU-A
EMEA-DC-ONPREM-SRV-B-R01-PC-ESX-B03-2,power,connected,EMEA-DC-ONPREM-ESX-B03,dcim.powerport,PSU2,EMEA-DC-ONPREM-SRV-B-R01-PDU-B,dcim.poweroutlet,Outlet-01,,,Power cable: EMEA-DC-ONPREM-ESX-B03 PSU2 to PDU-B
EMEA-DC-ONPREM-SRV-B-R02-PC-ESX-B04-1,power,connected,EMEA-DC-ONPREM-ESX-B04,dcim.powerport,PSU1,EMEA-DC-ONPREM-SRV-B-R02-PDU-A,dcim.poweroutlet,Outlet-01,,,Power cable: EMEA-DC-ONPREM-ESX-B04 PSU1 to PDU-A
EMEA-DC-ONPREM-SRV-B-R02-PC-ESX-B04-2,power,connected,EMEA-DC-ONPREM-ESX-B04,dcim.powerport,PSU2,EMEA-DC-ONPREM-SRV-B-R02-PDU-B,dcim.poweroutlet,Outlet-01,,,Power cable: EMEA-DC-ONPREM-ESX-B04 PSU2 to PDU-B
EMEA-DC-ONPREM-SRV-A-R05-PC-ESX-MGT01-1,power,connected,EMEA-DC-ONPREM-ESX-MGT01,dcim.powerport,PSU1,EMEA-DC-ONPREM-SRV-A-R05-PDU-A,dcim.poweroutlet,Outlet-02,,,Power cable: EMEA-DC-ONPREM-ESX-MGT01 PSU1 to PDU-A
EMEA-DC-ONPREM-SRV-A-R05-PC-ESX-MGT01-2,power,connected,EMEA-DC-ONPREM-ESX-MGT01,dcim.powerport,PSU2,EMEA-DC-ONPREM-SRV-A-R05-PDU-B,dcim.poweroutlet,Outlet-02,,,Power cable: EMEA-DC-ONPREM-ESX-MGT01 PSU2 to PDU-B
EMEA-DC-ONPREM-SRV-A-R06-PC-ESX-MGT02-1,power,connected,EMEA-DC-ONPREM-ESX-MGT02,dcim.powerport,PSU1,EMEA-DC-ONPREM-SRV-A-R06-PDU-A,dcim.poweroutlet,Outlet-02,,,Power cable: EMEA-DC-ONPREM-ESX-MGT02 PSU1 to PDU-A
EMEA-DC-ONPREM-SRV-A-R06-PC-ESX-MGT02-2,power,connected,EMEA-DC-ONPREM-ESX-MGT02,dcim.powerport,PSU2,EMEA-DC-ONPREM-SRV-A-R06-PDU-B,dcim.poweroutlet,Outlet-02,,,Power cable: EMEA-DC-ONPREM-ESX-MGT02 PSU2 to PDU-B
EMEA-DC-ONPREM-SRV-A-R01-PC-ESX-MGT03-1,power,connected,EMEA-DC-ONPREM-ESX-MGT03,dcim.powerport,PSU1,EMEA-DC-ONPREM-SRV-A-R01-PDU-A,dcim.poweroutlet,Outlet-02,,,Power cable: EMEA-DC-ONPREM-ESX-MGT03 PSU1 to PDU-A
EMEA-DC-ONPREM-SRV-A-R01-PC-ESX-MGT03-2,power,connected,EMEA-DC-ONPREM-ESX-MGT03,dcim.powerport,PSU2,EMEA-DC-ONPREM-SRV-A-R01-PDU-B,dcim.poweroutlet,Outlet-02,,,Power cable: EMEA-DC-ONPREM-ESX-MGT03 PSU2 to PDU-B
APAC-DC-ONPREM-SRV-A-R05-PC-ESX-A01-1,power,connected,APAC-DC-ONPREM-ESX-A01,dcim.powerport,PSU1,APAC-DC-ONPREM-SRV-A-R05-PDU-A,dcim.poweroutlet,Outlet-01,,,Power cable: APAC-DC-ONPREM-ESX-A01 PSU1 to PDU-A
APAC-DC-ONPREM-SRV-A-R05-PC-ESX-A01-2,power,connected,APAC-DC-ONPREM-ESX-A01,dcim.powerport,PSU2,APAC-DC-ONPREM-SRV-A-R05-PDU-B,dcim.poweroutlet,Outlet-01,,,Power cable: APAC-DC-ONPREM-ESX-A01 PSU2 to PDU-B
APAC-DC-ONPREM-SRV-A-R06-PC-ESX-A02-1,power,connected,APAC-DC-ONPREM-ESX-A02,dcim.powerport,PSU1,APAC-DC-ONPREM-SRV-A-R06-PDU-A,dcim.poweroutlet,Outlet-01,,,Power cable: APAC-DC-ONPREM-ESX-A02 PSU1 to PDU-A
APAC-DC-ONPREM-SRV-A-R06-PC-ESX-A02-2,power,connected,APAC-DC-ONPREM-ESX-A02,dcim.powerport,PSU2,APAC-DC-ONPREM-SRV-A-R06-PDU-B,dcim.poweroutlet,Outlet-01,,,Power cable: APAC-DC-ONPREM-ESX-A02 PSU2 to PDU-B
APAC-DC-ONPREM-SRV-A-R01-PC-ESX-A03-1,power,connected,APAC-DC-ONPREM-ESX-A03,dcim.powerport,PSU1,APAC-DC-ONPREM-SRV-A-R01-PDU-A,dcim.poweroutlet,Outlet-01,,,Power cable: APAC-DC-ONPREM-ESX-A03 PSU1 to PDU-A
APAC-DC-ONPREM-SRV-A-R01-PC-ESX-A03-2,power,connected,APAC-DC-ONPREM-ESX-A03,dcim.powerport,PSU2,APAC-DC-ONPREM-SRV-A-R01-PDU-B,dcim.poweroutlet,Outlet-01,,,Power cable: APAC-DC-ONPREM-ESX-A03 PSU2 to PDU-B
APAC-DC-ONPREM-SRV-A-R02-PC-ESX-A04-1,power,connected,APAC-DC-ONPREM-ESX-A04,dcim.powerport,PSU1,APAC-DC-ONPREM-SRV-A-R02-PDU-A,dcim.poweroutlet,Outlet-01,,,Power cable: APAC-DC-ONPREM-ESX-A04 PSU1 to PDU-A
APAC-DC-ONPREM-SRV-A-R02-PC-ESX-A04-2,power,connected,APAC-DC-ONPREM-ESX-A04,dcim.powerport,PSU2,APAC-DC-ONPREM-SRV-A-R02-PDU-B,dcim.poweroutlet,Outlet-01,,,Power cable: APAC-DC-ONPREM-ESX-A04 PSU2 to PDU-B
APAC-DC-ONPREM-SRV-A-R03-PC-ESX-A05-1,power,connected,APAC-DC-ONPREM-ESX-A05,dcim.powerport,PSU1,APAC-DC-ONPREM-SRV-A-R03-PDU-A,dcim.poweroutlet,Outlet-01,,,Power cable: APAC-DC-ONPREM-ESX-A05 PSU1 to PDU-A
APAC-DC-ONPREM-SRV-A-R03-PC-ESX-A05-2,power,connected,APAC-DC-ONPREM-ESX-A05,dcim.powerport,PSU2,APAC-DC-ONPREM-SRV-A-R03-PDU-B,dcim.poweroutlet,Outlet-01,,,Power cable: APAC-DC-ONPREM-ESX-A05 PSU2 to PDU-B
APAC-DC-ONPREM-SRV-A-R04-PC-ESX-A06-1,power,connected,APAC-DC-ONPREM-ESX-A06,dcim.powerport,PSU1,APAC-DC-ONPREM-SRV-A-R04-PDU-A,dcim.poweroutlet,Outlet-01,,,Power cable: APAC-DC-ONPREM-ESX-A06 PSU1 to PDU-A
APAC-DC-ONPREM-SRV-A-R04-PC-ESX-A06-2,power,connected,APAC-DC-ONPREM-ESX-A06,dcim.powerport,PSU2,APAC-DC-ONPREM-SRV-A-R04-PDU-B,dcim.poweroutlet,Outlet-01,,,Power cable: APAC-DC-ONPREM-ESX-A06 PSU2 to PDU-B
APAC-DC-ONPREM-SRV-B-R05-PC-ESX-B01-1,power,connected,APAC-DC-ONPREM-ESX-B01,dcim.powerport,PSU1,APAC-DC-ONPREM-SRV-B-R05-PDU-A,dcim.poweroutlet,Outlet-01,,,Power cable: APAC-DC-ONPREM-ESX-B01 PSU1 to PDU-A
APAC-DC-ONPREM-SRV-B-R05-PC-ESX-B01-2,power,connected,APAC-DC-ONPREM-ESX-B01,dcim.powerport,PSU2,APAC-DC-ONPREM-SRV-B-R05-PDU-B,dcim.poweroutlet,Outlet-01,,,Power cable: APAC-DC-ONPREM-ESX-B01 PSU2 to PDU-B
APAC-DC-ONPREM-SRV-B-R06-PC-ESX-B02-1,power,connected,APAC-DC-ONPREM-ESX-B02,dcim.powerport,PSU1,APAC-DC-ONPREM-SRV-B-R06-PDU-A,dcim.poweroutlet,Outlet-01,,,Power cable: APAC-DC-ONPREM-ESX-B02 PSU1 to PDU-A
APAC-DC-ONPREM-SRV-B-R06-PC-ESX-B02-2,power,connected,APAC-DC-ONPREM-ESX-B02,dcim.powerport,PSU2,APAC-DC-ONPREM-SRV-B-R06-PDU-B,dcim.poweroutlet,Outlet-01,,,Power cable: APAC-DC-ONPREM-ESX-B02 PSU2 to PDU-B
APAC-DC-ONPREM-SRV-B-R01-PC-ESX-B03-1,power,connected,APAC-DC-ONPREM-ESX-B03,dcim.powerport,PSU1,APAC-DC-ONPREM-SRV-B-R01-PDU-A,dcim.poweroutlet,Outlet-01,,,Power cable: APAC-DC-ONPREM-ESX-B03 PSU1 to PDU-A
APAC-DC-ONPREM-SRV-B-R01-PC-ESX-B03-2,power,connected,APAC-DC-ONPREM-ESX-B03,dcim.powerport,PSU2,APAC-DC-ONPREM-SRV-B-R01-PDU-B,dcim.poweroutlet,Outlet-01,,,Power cable: APAC-DC-ONPREM-ESX-B03 PSU2 to PDU-B
APAC-DC-ONPREM-SRV-B-R02-PC-ESX-B04-1,power,connected,APAC-DC-ONPREM-ESX-B04,dcim.powerport,PSU1,APAC-DC-ONPREM-SRV-B-R02-PDU-A,dcim.poweroutlet,Outlet-01,,,Power cable: APAC-DC-ONPREM-ESX-B04 PSU1 to PDU-A
APAC-DC-ONPREM-SRV-B-R02-PC-ESX-B04-2,power,connected,APAC-DC-ONPREM-ESX-B04,dcim.powerport,PSU2,APAC-DC-ONPREM-SRV-B-R02-PDU-B,dcim.poweroutlet,Outlet-01,,,Power cable: APAC-DC-ONPREM-ESX-B04 PSU2 to PDU-B
APAC-DC-ONPREM-SRV-A-R05-PC-ESX-MGT01-1,power,connected,APAC-DC-ONPREM-ESX-MGT01,dcim.powerport,PSU1,APAC-DC-ONPREM-SRV-A-R05-PDU-A,dcim.poweroutlet,Outlet-02,,,Power cable: APAC-DC-ONPREM-ESX-MGT01 PSU1 to PDU-A
APAC-DC-ONPREM-SRV-A-R05-PC-ESX-MGT01-2,power,connected,APAC-DC-ONPREM-ESX-MGT01,dcim.powerport,PSU2,APAC-DC-ONPREM-SRV-A-R05-PDU-B,dcim.poweroutlet,Outlet-02,,,Power cable: APAC-DC-ONPREM-ESX-MGT01 PSU2 to PDU-B
APAC-DC-ONPREM-SRV-A-R06-PC-ESX-MGT02-1,power,connected,APAC-DC-ONPREM-ESX-MGT02,dcim.powerport,PSU1,APAC-DC-ONPREM-SRV-A-R06-PDU-A,dcim.poweroutlet,Outlet-02,,,Power cable: APAC-DC-ONPREM-ESX-MGT02 PSU1 to PDU-A
APAC-DC-ONPREM-SRV-A-R06-PC-ESX-MGT02-2,power,connected,APAC-DC-ONPREM-ESX-MGT02,dcim.powerport,PSU2,APAC-DC-ONPREM-SRV-A-R06-PDU-B,dcim.poweroutlet,Outlet-02,,,Power cable: APAC-DC-ONPREM-ESX-MGT02 PSU2 to PDU-B
APAC-DC-ONPREM-SRV-A-R01-PC-ESX-MGT03-1,power,connected,APAC-DC-ONPREM-ESX-MGT03,dcim.powerport,PSU1,APAC-DC-ONPREM-SRV-A-R01-PDU-A,dcim.poweroutlet,Outlet-02,,,Power cable: APAC-DC-ONPREM-ESX-MGT03 PSU1 to PDU-A
APAC-DC-ONPREM-SRV-A-R01-PC-ESX-MGT03-2,power,connected,APAC-DC-ONPREM-ESX-MGT03,dcim.powerport,PSU2,APAC-DC-ONPREM-SRV-A-R01-PDU-B,dcim.poweroutlet,Outlet-02,,,Power cable: APAC-DC-ONPREM-ESX-MGT03 PSU2 to PDU-B
AMER-DC-ONPREM-SRV-A-R05-PC-ESX-A01-1,power,connected,AMER-DC-ONPREM-ESX-A01,dcim.powerport,PSU1,AMER-DC-ONPREM-SRV-A-R05-PDU-A,dcim.poweroutlet,Outlet-01,,,Power cable: AMER-DC-ONPREM-ESX-A01 PSU1 to PDU-A
AMER-DC-ONPREM-SRV-A-R05-PC-ESX-A01-2,power,connected,AMER-DC-ONPREM-ESX-A01,dcim.powerport,PSU2,AMER-DC-ONPREM-SRV-A-R05-PDU-B,dcim.poweroutlet,Outlet-01,,,Power cable: AMER-DC-ONPREM-ESX-A01 PSU2 to PDU-B
AMER-DC-ONPREM-SRV-A-R06-PC-ESX-A02-1,power,connected,AMER-DC-ONPREM-ESX-A02,dcim.powerport,PSU1,AMER-DC-ONPREM-SRV-A-R06-PDU-A,dcim.poweroutlet,Outlet-01,,,Power cable: AMER-DC-ONPREM-ESX-A02 PSU1 to PDU-A
AMER-DC-ONPREM-SRV-A-R06-PC-ESX-A02-2,power,connected,AMER-DC-ONPREM-ESX-A02,dcim.powerport,PSU2,AMER-DC-ONPREM-SRV-A-R06-PDU-B,dcim.poweroutlet,Outlet-01,,,Power cable: AMER-DC-ONPREM-ESX-A02 PSU2 to PDU-B
AMER-DC-ONPREM-SRV-A-R01-PC-ESX-A03-1,power,connected,AMER-DC-ONPREM-ESX-A03,dcim.powerport,PSU1,AMER-DC-ONPREM-SRV-A-R01-PDU-A,dcim.poweroutlet,Outlet-01,,,Power cable: AMER-DC-ONPREM-ESX-A03 PSU1 to PDU-A
AMER-DC-ONPREM-SRV-A-R01-PC-ESX-A03-2,power,connected,AMER-DC-ONPREM-ESX-A03,dcim.powerport,PSU2,AMER-DC-ONPREM-SRV-A-R01-PDU-B,dcim.poweroutlet,Outlet-01,,,Power cable: AMER-DC-ONPREM-ESX-A03 PSU2 to PDU-B
AMER-DC-ONPREM-SRV-A-R02-PC-ESX-A04-1,power,connected,AMER-DC-ONPREM-ESX-A04,dcim.powerport,PSU1,AMER-DC-ONPREM-SRV-A-R02-PDU-A,dcim.poweroutlet,Outlet-01,,,Power cable: AMER-DC-ONPREM-ESX-A04 PSU1 to PDU-A
AMER-DC-ONPREM-SRV-A-R02-PC-ESX-A04-2,power,connected,AMER-DC-ONPREM-ESX-A04,dcim.powerport,PSU2,AMER-DC-ONPREM-SRV-A-R02-PDU-B,dcim.poweroutlet,Outlet-01,,,Power cable: AMER-DC-ONPREM-ESX-A04 PSU2 to PDU-B
AMER-DC-ONPREM-SRV-A-R03-PC-ESX-A05-1,power,connected,AMER-DC-ONPREM-ESX-A05,dcim.powerport,PSU1,AMER-DC-ONPREM-SRV-A-R03-PDU-A,dcim.poweroutlet,Outlet-01,,,Power cable: AMER-DC-ONPREM-ESX-A05 PSU1 to PDU-A
AMER-DC-ONPREM-SRV-A-R03-PC-ESX-A05-2,power,connected,AMER-DC-ONPREM-ESX-A05,dcim.powerport,PSU2,AMER-DC-ONPREM-SRV-A-R03-PDU-B,dcim.poweroutlet,Outlet-01,,,Power cable: AMER-DC-ONPREM-ESX-A05 PSU2 to PDU-B
AMER-DC-ONPREM-SRV-A-R04-PC-ESX-A06-1,power,connected,AMER-DC-ONPREM-ESX-A06,dcim.powerport,PSU1,AMER-DC-ONPREM-SRV-A-R04-PDU-A,dcim.poweroutlet,Outlet-01,,,Power cable: AMER-DC-ONPREM-ESX-A06 PSU1 to PDU-A
AMER-DC-ONPREM-SRV-A-R04-PC-ESX-A06-2,power,connected,AMER-DC-ONPREM-ESX-A06,dcim.powerport,PSU2,AMER-DC-ONPREM-SRV-A-R04-PDU-B,dcim.poweroutlet,Outlet-01,,,Power cable: AMER-DC-ONPREM-ESX-A06 PSU2 to PDU-B
AMER-DC-ONPREM-SRV-B-R05-PC-ESX-B01-1,power,connected,AMER-DC-ONPREM-ESX-B01,dcim.powerport,PSU1,AMER-DC-ONPREM-SRV-B-R05-PDU-A,dcim.poweroutlet,Outlet-01,,,Power cable: AMER-DC-ONPREM-ESX-B01 PSU1 to PDU-A
AMER-DC-ONPREM-SRV-B-R05-PC-ESX-B01-2,power,connected,AMER-DC-ONPREM-ESX-B01,dcim.powerport,PSU2,AMER-DC-ONPREM-SRV-B-R05-PDU-B,dcim.poweroutlet,Outlet-01,,,Power cable: AMER-DC-ONPREM-ESX-B01 PSU2 to PDU-B
AMER-DC-ONPREM-SRV-B-R06-PC-ESX-B02-1,power,connected,AMER-DC-ONPREM-ESX-B02,dcim.powerport,PSU1,AMER-DC-ONPREM-SRV-B-R06-PDU-A,dcim.poweroutlet,Outlet-01,,,Power cable: AMER-DC-ONPREM-ESX-B02 PSU1 to PDU-A
AMER-DC-ONPREM-SRV-B-R06-PC-ESX-B02-2,power,connected,AMER-DC-ONPREM-ESX-B02,dcim.powerport,PSU2,AMER-DC-ONPREM-SRV-B-R06-PDU-B,dcim.poweroutlet,Outlet-01,,,Power cable: AMER-DC-ONPREM-ESX-B02 PSU2 to PDU-B
AMER-DC-ONPREM-SRV-B-R01-PC-ESX-B03-1,power,connected,AMER-DC-ONPREM-ESX-B03,dcim.powerport,PSU1,AMER-DC-ONPREM-SRV-B-R01-PDU-A,dcim.poweroutlet,Outlet-01,,,Power cable: AMER-DC-ONPREM-ESX-B03 PSU1 to PDU-A
AMER-DC-ONPREM-SRV-B-R01-PC-ESX-B03-2,power,connected,AMER-DC-ONPREM-ESX-B03,dcim.powerport,PSU2,AMER-DC-ONPREM-SRV-B-R01-PDU-B,dcim.poweroutlet,Outlet-01,,,Power cable: AMER-DC-ONPREM-ESX-B03 PSU2 to PDU-B
AMER-DC-ONPREM-SRV-B-R02-PC-ESX-B04-1,power,connected,AMER-DC-ONPREM-ESX-B04,dcim.powerport,PSU1,AMER-DC-ONPREM-SRV-B-R02-PDU-A,dcim.poweroutlet,Outlet-01,,,Power cable: AMER-DC-ONPREM-ESX-B04 PSU1 to PDU-A
AMER-DC-ONPREM-SRV-B-R02-PC-ESX-B04-2,power,connected,AMER-DC-ONPREM-ESX-B04,dcim.powerport,PSU2,AMER-DC-ONPREM-SRV-B-R02-PDU-B,dcim.poweroutlet,Outlet-01,,,Power cable: AMER-DC-ONPREM-ESX-B04 PSU2 to PDU-B
AMER-DC-ONPREM-SRV-A-R05-PC-ESX-MGT01-1,power,connected,AMER-DC-ONPREM-ESX-MGT01,dcim.powerport,PSU1,AMER-DC-ONPREM-SRV-A-R05-PDU-A,dcim.poweroutlet,Outlet-02,,,Power cable: AMER-DC-ONPREM-ESX-MGT01 PSU1 to PDU-A
AMER-DC-ONPREM-SRV-A-R05-PC-ESX-MGT01-2,power,connected,AMER-DC-ONPREM-ESX-MGT01,dcim.powerport,PSU2,AMER-DC-ONPREM-SRV-A-R05-PDU-B,dcim.poweroutlet,Outlet-02,,,Power cable: AMER-DC-ONPREM-ESX-MGT01 PSU2 to PDU-B
AMER-DC-ONPREM-SRV-A-R06-PC-ESX-MGT02-1,power,connected,AMER-DC-ONPREM-ESX-MGT02,dcim.powerport,PSU1,AMER-DC-ONPREM-SRV-A-R06-PDU-A,dcim.poweroutlet,Outlet-02,,,Power cable: AMER-DC-ONPREM-ESX-MGT02 PSU1 to PDU-A
AMER-DC-ONPREM-SRV-A-R06-PC-ESX-MGT02-2,power,connected,AMER-DC-ONPREM-ESX-MGT02,dcim.powerport,PSU2,AMER-DC-ONPREM-SRV-A-R06-PDU-B,dcim.poweroutlet,Outlet-02,,,Power cable: AMER-DC-ONPREM-ESX-MGT02 PSU2 to PDU-B
AMER-DC-ONPREM-SRV-A-R01-PC-ESX-MGT03-1,power,connected,AMER-DC-ONPREM-ESX-MGT03,dcim.powerport,PSU1,AMER-DC-ONPREM-SRV-A-R01-PDU-A,dcim.poweroutlet,Outlet-02,,,Power cable: AMER-DC-ONPREM-ESX-MGT03 PSU1 to PDU-A
AMER-DC-ONPREM-SRV-A-R01-PC-ESX-MGT03-2,power,connected,AMER-DC-ONPREM-ESX-MGT03,dcim.powerport,PSU2,AMER-DC-ONPREM-SRV-A-R01-PDU-B,dcim.poweroutlet,Outlet-02,,,Power cable: AMER-DC-ONPREM-ESX-MGT03 PSU2 to PDU-B
